customer_id,has_mobile_app,has_web_account,mobile_logins_wk,web_logins_wk,avg_mobile_time,avg_web_time,last_mobile_use,last_web_use
442,1,1,10.0,1.0,2.14,15.89,2024-06-06,2024-09-28
443,1,1,5.0,5.0,5.25,7.55,2024-09-06,2024-08-01
444,0,0,,,,,,
445,1,1,3.0,5.0,6.44,9.21,2024-10-20,2024-11-12
446,1,1,6.0,2.0,6.04,16.31,2024-09-14,2024-12-27
447,1,1,9.0,6.0,5.69,2.05,2024-09-07,2023-04-23
448,1,1,11.0,3.0,2.48,7.21,2023-01-07,2024-10-07
449,0,0,,,,,,
450,1,1,12.0,3.0,2.12,8.24,2023-09-07,2024-10-19
451,1,1,12.0,9.0,1.51,1.08,2023-08-23,2024-03-28
452,0,0,,,,,,
453,1,1,7.0,0.0,5.77,0.0,2024-08-21,2023-05-23
454,1,1,3.0,3.0,8.0,8.36,2024-11-15,2024-11-12
455,0,1,,1.0,,16.75,,2024-12-20
456,0,0,,,,,,
457,1,1,1.0,3.0,5.56,7.68,2024-07-16,2024-07-08
458,0,0,,,,,,
459,1,1,10.0,3.0,1.79,8.33,2024-09-27,2024-10-19
460,1,1,10.0,0.0,2.12,0.0,2023-08-18,2023-09-26
461,1,1,4.0,4.0,6.49,8.63,2024-11-08,2024-11-11
462,1,1,7.0,5.0,5.11,8.55,2024-07-26,2024-10-17
463,1,1,3.0,6.0,6.52,3.1,2024-07-02,2024-06-04
464,1,1,6.0,5.0,5.62,6.89,2024-07-24,2024-10-21
465,1,1,0.0,2.0,0.0,16.31,2023-07-31,2024-12-20
466,1,1,3.0,2.0,4.4,17.76,2024-11-20,2024-12-21
467,1,1,5.0,3.0,5.76,6.42,2024-09-14,2024-11-30
468,1,1,12.0,0.0,2.51,0.0,2023-03-07,2024-05-17
469,1,1,11.0,3.0,1.9,9.23,2024-04-26,2024-11-19
470,0,1,,6.0,,1.45,,2023-10-14
471,1,1,12.0,3.0,2.08,7.24,2023-02-17,2024-10-12
472,1,1,10.0,0.0,3.0,0.0,2024-10-22,2024-01-29
473,0,1,,0.0,,0.0,,2024-01-23
474,0,1,,3.0,,8.99,,2024-07-12
475,1,1,2.0,0.0,8.74,0.0,2024-12-28,2024-08-09
476,0,1,,0.0,,0.0,,2024-01-23
477,1,1,3.0,3.0,3.47,8.67,2024-10-01,2024-10-22
478,1,1,4.0,1.0,5.71,15.12,2024-10-01,2024-10-25
479,0,1,,3.0,,6.93,,2024-08-22
480,1,1,10.0,2.0,1.79,15.08,2024-10-01,2024-10-04
481,1,1,5.0,0.0,4.33,0.0,2024-08-15,2024-10-23
482,1,1,5.0,2.0,5.02,14.85,2024-11-10,2024-07-19
483,0,1,,2.0,,16.93,,2024-12-30
484,1,1,6.0,0.0,5.71,0.0,2024-07-20,2023-01-05
485,1,1,7.0,2.0,5.38,14.2,2024-10-27,2024-11-28
486,0,0,,,,,,
487,0,0,,,,,,
488,1,1,2.0,0.0,7.72,0.0,2024-07-19,2024-01-04
489,1,1,12.0,0.0,2.14,0.0,2023-07-25,2024-09-10
490,1,1,0.0,0.0,0.0,0.0,2023-12-16,2024-08-21
491,1,1,10.0,6.0,1.6,3.0,2024-06-04,2024-09-25
492,0,0,,,,,,
493,0,0,,,,,,
494,1,1,4.0,3.0,7.09,7.77,2024-08-10,2024-10-28
495,1,1,12.0,5.0,1.26,8.77,2023-10-29,2024-11-03
496,0,1,,0.0,,0.0,,2024-10-20
497,0,0,,,,,,
498,0,0,,,,,,
499,1,1,4.0,2.0,6.46,14.69,2024-08-19,2024-07-10
500,1,1,0.0,0.0,0.0,0.0,2024-01-09,2024-06-19
501,1,1,5.0,7.0,6.97,1.59,2024-08-20,2024-10-30
502,0,1,,2.0,,16.44,,2024-12-31
503,1,1,4.0,3.0,5.44,8.25,2024-07-15,2024-08-07
504,1,1,8.0,3.0,4.23,8.73,2024-08-09,2024-07-11
505,1,1,10.0,2.0,1.42,14.59,2023-10-28,2024-10-19
506,1,1,3.0,0.0,6.12,0.0,2024-07-28,2024-05-02
507,1,1,3.0,3.0,8.0,10.09,2024-08-23,2024-10-01
508,1,1,0.0,4.0,0.0,7.93,2023-06-04,2024-11-05
509,1,1,12.0,0.0,2.11,0.0,2024-03-01,2024-08-28
510,1,1,10.0,2.0,1.31,16.91,2023-05-08,2024-12-20
511,1,1,7.0,0.0,4.08,0.0,2024-09-11,2023-11-05
512,1,1,8.0,3.0,5.82,7.59,2024-10-06,2024-07-24
513,0,0,,,,,,
514,1,1,12.0,2.0,1.24,16.87,2024-06-29,2024-12-21
515,0,1,,1.0,,16.71,,2024-12-25
516,1,1,6.0,3.0,4.43,6.45,2024-07-17,2024-10-15
517,1,1,0.0,2.0,0.0,16.24,2023-12-31,2024-12-26
518,0,1,,0.0,,0.0,,2023-12-15
519,1,1,10.0,6.0,2.57,3.05,2023-10-05,2023-03-05
520,1,1,3.0,6.0,6.17,1.48,2024-08-16,2023-07-17
521,0,0,,,,,,
522,1,1,4.0,5.0,5.0,8.77,2024-08-27,2024-11-07
523,1,1,4.0,6.0,5.87,1.13,2024-08-31,2024-04-20
524,1,1,10.0,0.0,2.2,0.0,2023-08-24,2023-03-23
525,1,1,8.0,0.0,5.55,0.0,2024-10-04,2023-07-06
526,1,1,0.0,8.0,0.0,1.78,2023-08-05,2023-08-30
527,0,1,,3.0,,8.77,,2024-08-10
528,1,1,5.0,7.0,4.44,2.69,2024-08-24,2023-07-06
529,0,0,,,,,,
530,1,1,7.0,0.0,5.8,0.0,2024-08-21,2023-06-25
531,1,1,3.0,5.0,7.33,7.5,2024-09-22,2024-09-28
532,1,1,6.0,5.0,5.98,9.46,2024-10-27,2024-11-25
533,0,0,,,,,,
534,0,0,,,,,,
535,1,1,12.0,2.0,2.65,15.02,2023-11-08,2024-08-19
536,1,1,6.0,0.0,6.69,0.0,2024-07-14,2024-07-18
537,0,1,,2.0,,14.69,,2024-08-25
538,1,1,4.0,3.0,5.61,7.73,2024-08-24,2024-08-12
539,1,1,0.0,2.0,0.0,14.38,2023-11-29,2024-10-27
540,1,1,12.0,0.0,1.5,0.0,2024-05-11,2024-03-15
541,1,1,6.0,3.0,5.16,8.43,2024-11-15,2024-11-01
542,1,1,6.0,3.0,4.56,7.32,2024-09-30,2024-07-03
543,1,1,5.0,0.0,5.08,0.0,2024-09-03,2024-09-18
544,0,0,,,,,,
545,1,1,6.0,3.0,5.45,7.58,2024-10-24,2024-10-13
546,0,0,,,,,,
547,0,0,,,,,,
548,1,1,12.0,1.0,1.47,16.61,2024-03-14,2024-12-26
549,1,1,12.0,1.0,2.02,16.05,2024-05-05,2024-12-24
550,0,0,,,,,,
551,0,0,,,,,,
552,1,1,10.0,0.0,1.11,0.0,2023-09-15,2024-09-05
553,1,1,4.0,1.0,5.96,15.02,2024-11-07,2024-09-15
554,1,1,12.0,3.0,2.09,7.46,2024-08-04,2024-11-12
555,1,1,1.0,3.0,6.44,8.06,2024-08-13,2024-09-02
556,1,1,6.0,2.0,5.42,15.82,2024-09-08,2024-09-13
557,1,1,3.0,3.0,6.24,7.49,2024-11-04,2024-08-28
558,0,1,,0.0,,0.0,,2023-03-27
559,1,1,7.0,0.0,5.53,0.0,2024-11-21,2023-09-10
560,1,1,3.0,3.0,3.78,8.03,2024-08-04,2024-11-25
561,1,1,12.0,6.0,1.93,2.5,2024-04-03,2024-03-19
562,1,1,3.0,3.0,6.44,8.19,2024-11-21,2024-09-08
563,1,1,0.0,9.0,0.0,2.1,2024-02-05,2023-04-10
564,1,1,12.0,6.0,2.42,3.25,2024-03-30,2023-11-14
565,1,1,3.0,4.0,4.12,7.45,2024-09-04,2024-09-25
566,1,1,4.0,5.0,5.83,7.8,2024-10-01,2024-11-21
567,1,1,3.0,4.0,6.25,7.85,2024-10-01,2024-08-27
568,0,0,,,,,,
569,1,1,4.0,0.0,4.88,0.0,2024-09-13,2024-04-22
570,0,1,,0.0,,0.0,,2023-01-05
571,1,1,5.0,5.0,5.1,8.46,2024-07-26,2024-09-04
572,1,1,5.0,5.0,5.33,8.26,2024-09-26,2024-08-14
573,1,1,3.0,0.0,6.14,0.0,2024-09-18,2024-08-09
574,1,1,3.0,3.0,5.92,8.86,2024-09-19,2024-07-04
575,1,1,3.0,6.0,4.64,1.93,2024-10-20,2023-04-11
576,1,1,3.0,7.0,5.72,2.34,2024-09-02,2023-04-02
577,1,1,10.0,1.0,1.12,15.58,2023-12-02,2024-11-02
578,1,1,6.0,3.0,4.7,7.89,2024-09-18,2024-08-30
579,1,1,6.0,5.0,6.2,7.83,2024-10-15,2024-09-20
580,0,0,,,,,,
581,1,1,3.0,8.0,7.22,1.86,2024-10-29,2024-05-20
582,1,1,3.0,4.0,4.78,9.21,2024-09-20,2024-10-19
583,0,0,,,,,,
584,1,1,5.0,6.0,5.0,1.82,2024-09-27,2024-06-06
585,1,1,12.0,6.0,1.42,1.97,2023-07-20,2024-09-09
586,1,1,4.0,0.0,5.04,0.0,2024-09-17,2023-01-06
587,1,1,5.0,5.0,4.09,8.04,2024-08-18,2024-11-21
588,1,1,3.0,4.0,6.76,8.04,2024-10-11,2024-11-04
589,0,0,,,,,,
590,1,1,10.0,0.0,1.07,0.0,2023-05-20,2024-01-05
591,0,1,,4.0,,7.44,,2024-09-11
592,1,1,6.0,0.0,6.49,0.0,2024-08-09,2023-05-06
593,1,1,3.0,3.0,5.22,7.53,2024-07-24,2024-07-30
594,1,1,3.0,3.0,5.45,8.1,2024-07-14,2024-11-24
595,0,1,,2.0,,16.03,,2024-12-29
596,0,1,,0.0,,0.0,,2023-08-30
597,1,1,4.0,4.0,6.31,7.75,2024-10-26,2024-08-04
598,1,1,11.0,3.0,2.59,6.0,2024-02-25,2024-10-07
599,1,1,10.0,0.0,2.38,0.0,2024-01-06,2023-05-31
600,1,1,5.0,1.0,4.65,16.31,2024-08-27,2024-12-26
601,1,1,12.0,3.0,1.6,7.32,2024-09-22,2024-08-11
602,1,1,5.0,3.0,7.07,7.01,2024-08-23,2024-11-16
603,1,1,4.0,8.0,6.85,2.16,2024-11-09,2024-05-15
604,0,1,,3.0,,8.76,,2024-07-27
605,1,1,3.0,2.0,5.57,15.55,2024-10-22,2024-08-04
606,1,1,10.0,7.0,2.04,3.12,2024-09-20,2023-06-21
607,1,1,3.0,3.0,6.16,10.27,2024-09-02,2024-07-23
608,0,1,,6.0,,2.31,,2024-03-12
609,1,1,4.0,4.0,7.01,7.72,2024-08-03,2024-08-03
610,1,1,9.0,9.0,4.14,2.3,2024-11-30,2024-03-17
611,1,1,6.0,5.0,5.04,7.78,2024-09-09,2024-08-07
612,1,1,3.0,5.0,3.96,8.27,2024-10-04,2024-11-25
613,1,1,0.0,5.0,0.0,8.26,2023-09-26,2024-09-23
614,1,1,5.0,1.0,4.76,15.49,2024-08-07,2024-07-16
615,0,0,,,,,,
616,1,1,12.0,2.0,1.85,17.38,2024-01-16,2024-12-21
617,0,1,,9.0,,1.05,,2023-06-13
618,1,1,11.0,10.0,1.43,1.65,2023-10-12,2024-10-29
619,1,1,3.0,4.0,6.25,7.27,2024-09-27,2024-08-07
620,0,1,,8.0,,2.52,,2024-06-27
621,1,1,10.0,9.0,1.32,2.21,2024-08-05,2023-11-03
622,1,1,10.0,6.0,1.51,0.62,2023-06-03,2023-07-28
623,0,1,,5.0,,7.45,,2024-11-02
624,1,1,3.0,3.0,4.56,7.76,2024-11-29,2024-07-22
625,1,1,2.0,0.0,6.79,0.0,2024-07-07,2023-10-25
626,0,0,,,,,,
627,1,1,7.0,5.0,6.64,7.78,2024-11-24,2024-08-12
628,1,1,10.0,3.0,2.25,7.75,2023-09-07,2024-11-23
629,1,1,1.0,1.0,7.03,17.07,2024-07-07,2024-12-21
630,1,1,9.0,6.0,4.72,2.88,2024-11-14,2024-01-15
631,1,1,3.0,5.0,4.55,7.69,2024-08-01,2024-09-15
632,1,1,0.0,3.0,0.0,8.38,2023-11-16,2024-08-16
633,1,1,3.0,2.0,6.37,15.97,2024-09-20,2024-08-09
634,1,1,3.0,3.0,5.51,8.81,2024-09-13,2024-07-08
635,0,1,,7.0,,3.28,,2023-02-20
636,1,1,3.0,6.0,6.11,2.08,2024-10-29,2023-08-10
637,0,0,,,,,,
638,1,1,4.0,5.0,6.71,7.03,2024-09-02,2024-09-09
639,0,0,,,,,,
640,1,1,12.0,3.0,2.09,7.6,2024-03-18,2024-11-11
641,0,1,,2.0,,17.61,,2024-12-26
642,0,0,,,,,,
643,1,1,2.0,1.0,6.81,15.73,2024-07-04,2024-09-22
644,1,1,5.0,0.0,6.25,0.0,2024-08-02,2024-02-03
645,1,1,3.0,0.0,3.25,0.0,2024-11-26,2023-07-11
646,0,1,,2.0,,16.31,,2024-12-31
647,1,1,3.0,0.0,6.57,0.0,2024-10-24,2024-08-05
648,1,1,4.0,3.0,4.75,6.2,2024-07-19,2024-07-01
649,1,1,9.0,6.0,6.61,1.95,2024-10-17,2023-09-01
650,0,0,,,,,,
651,1,1,3.0,5.0,5.91,9.48,2024-09-13,2024-07-09
652,1,1,10.0,6.0,2.82,2.34,2023-01-21,2024-05-27
653,1,1,7.0,8.0,4.93,2.51,2024-10-24,2023-03-02
654,0,0,,,,,,
655,1,1,10.0,10.0,1.83,1.97,2024-09-24,2024-07-11
656,1,1,5.0,0.0,5.71,0.0,2024-08-25,2024-04-07
657,0,0,,,,,,
658,0,0,,,,,,
659,1,1,6.0,3.0,4.05,7.6,2024-07-24,2024-10-31
660,1,1,4.0,1.0,5.83,16.23,2024-08-20,2024-12-22
661,1,1,4.0,3.0,5.84,7.3,2024-07-11,2024-10-27
662,1,1,3.0,10.0,6.53,2.04,2024-07-18,2024-04-03
663,0,0,,,,,,
664,1,1,5.0,4.0,6.49,9.33,2024-10-15,2024-09-16
665,1,1,5.0,5.0,6.29,6.0,2024-10-18,2024-09-22
666,0,1,,5.0,,8.31,,2024-10-28
667,1,1,7.0,2.0,5.24,16.46,2024-09-14,2024-12-30
668,1,1,9.0,5.0,5.18,7.88,2024-07-20,2024-11-13
669,1,1,5.0,6.0,6.16,2.71,2024-11-20,2023-02-19
670,1,1,3.0,3.0,6.87,8.65,2024-09-12,2024-09-25
671,1,1,5.0,5.0,4.93,6.26,2024-09-17,2024-11-21
672,1,1,10.0,1.0,2.16,16.44,2024-10-10,2024-12-29
673,0,1,,5.0,,9.14,,2024-07-15
674,1,1,6.0,0.0,4.6,0.0,2024-10-22,2024-10-24
675,1,1,6.0,3.0,6.55,8.4,2024-07-11,2024-07-06
676,0,0,,,,,,
677,0,1,,0.0,,0.0,,2024-08-03
678,0,1,,1.0,,15.39,,2024-07-25
679,1,1,10.0,3.0,2.22,8.62,2023-11-08,2024-10-27
680,1,1,0.0,4.0,0.0,7.08,2024-06-26,2024-07-05
681,1,1,6.0,3.0,6.76,8.77,2024-09-24,2024-08-05
682,0,1,,0.0,,0.0,,2024-03-27
683,1,1,7.0,0.0,3.93,0.0,2024-08-06,2024-03-03
684,1,1,4.0,4.0,6.6,8.84,2024-09-24,2024-10-16
685,1,1,10.0,0.0,1.86,0.0,2023-07-24,2024-02-21
686,1,1,3.0,1.0,5.6,15.73,2024-07-10,2024-11-24
687,1,1,12.0,1.0,1.71,12.8,2023-09-30,2024-11-13
688,1,1,9.0,6.0,6.79,1.55,2024-09-07,2023-06-21
689,1,1,5.0,2.0,6.53,15.29,2024-08-24,2024-09-26
690,1,1,6.0,0.0,4.88,0.0,2024-11-22,2024-09-24
691,1,1,4.0,3.0,4.29,7.92,2024-09-07,2024-10-26
692,0,1,,6.0,,2.28,,2023-01-21
693,0,0,,,,,,
694,0,1,,3.0,,8.14,,2024-07-21
695,1,1,3.0,7.0,7.04,2.29,2024-07-28,2024-08-20
696,1,1,4.0,1.0,5.53,15.45,2024-11-14,2024-08-01
697,1,1,10.0,3.0,2.05,6.47,2024-05-14,2024-10-05
698,1,1,10.0,3.0,2.13,8.05,2024-09-22,2024-09-01
699,1,1,4.0,1.0,6.01,15.55,2024-11-05,2024-10-06
700,1,1,11.0,4.0,1.98,7.93,2024-06-15,2024-11-07
701,1,1,5.0,4.0,4.8,8.58,2024-09-05,2024-10-04
702,0,0,,,,,,
703,1,1,7.0,3.0,3.92,7.32,2024-08-27,2024-10-06
704,1,1,3.0,1.0,5.64,13.86,2024-09-18,2024-09-15
705,0,0,,,,,,
706,1,1,7.0,3.0,5.4,6.92,2024-07-23,2024-09-17
707,1,1,6.0,5.0,3.55,9.47,2024-11-16,2024-07-09
708,0,0,,,,,,
709,1,1,7.0,2.0,5.97,15.59,2024-10-22,2024-09-24
710,1,1,12.0,0.0,2.13,0.0,2024-09-28,2023-12-02
711,1,1,10.0,1.0,2.46,17.35,2023-01-01,2024-12-24
712,1,1,3.0,0.0,4.89,0.0,2024-09-18,2023-06-07
713,1,1,3.0,0.0,5.6,0.0,2024-07-19,2024-10-06
714,1,1,6.0,8.0,5.69,1.55,2024-11-07,2023-12-07
715,1,1,3.0,1.0,5.45,17.48,2024-11-18,2024-12-27
716,1,1,3.0,3.0,5.29,8.69,2024-08-17,2024-08-05
717,1,1,4.0,1.0,4.23,14.79,2024-09-15,2024-10-10
718,1,1,5.0,6.0,6.67,2.22,2024-10-25,2023-06-04
719,1,1,3.0,7.0,6.84,2.22,2024-10-01,2023-09-08
720,1,1,6.0,3.0,6.29,8.85,2024-09-01,2024-07-09
721,1,1,10.0,2.0,1.65,15.47,2023-01-02,2024-07-28
722,1,1,3.0,0.0,5.2,0.0,2024-10-30,2023-10-02
723,1,1,4.0,1.0,3.62,16.41,2024-10-13,2024-12-28
724,1,1,5.0,8.0,3.76,1.29,2024-08-24,2023-06-19
725,1,1,7.0,3.0,6.29,9.48,2024-11-13,2024-07-25
726,0,1,,0.0,,0.0,,2023-08-09
727,0,1,,3.0,,8.63,,2024-10-25
728,1,1,4.0,2.0,5.46,16.06,2024-09-04,2024-12-26
729,0,1,,1.0,,15.88,,2024-07-05
730,1,1,4.0,10.0,6.06,2.16,2024-09-30,2024-10-27
731,1,1,4.0,0.0,5.23,0.0,2024-08-30,2024-06-28
732,1,1,4.0,6.0,6.16,1.76,2024-08-24,2023-01-19
733,0,0,,,,,,
734,1,1,9.0,0.0,5.23,0.0,2024-09-07,2023-09-09
735,1,1,6.0,6.0,4.23,2.17,2024-07-20,2024-05-28
736,1,1,10.0,0.0,1.07,0.0,2023-11-10,2024-03-26
737,0,0,,,,,,
738,0,1,,10.0,,1.8,,2024-05-01
739,1,1,6.0,0.0,4.84,0.0,2024-10-18,2023-07-04
740,1,1,0.0,0.0,0.0,0.0,2024-10-16,2024-06-24
741,1,1,10.0,0.0,1.64,0.0,2024-07-30,2024-03-27
742,1,1,12.0,3.0,1.63,7.64,2024-06-22,2024-11-05
743,1,1,3.0,3.0,7.13,8.77,2024-10-09,2024-08-30
744,0,1,,1.0,,16.12,,2024-12-30
745,1,1,3.0,2.0,4.81,15.74,2024-10-02,2024-07-12
746,1,1,4.0,3.0,5.8,6.61,2024-08-19,2024-08-08
747,1,1,7.0,0.0,6.63,0.0,2024-08-27,2024-01-16
748,0,1,,0.0,,0.0,,2024-08-30
749,1,1,4.0,5.0,5.29,7.26,2024-07-31,2024-08-07
750,1,1,5.0,2.0,4.76,15.28,2024-11-30,2024-07-10
751,1,1,4.0,5.0,6.21,9.69,2024-10-16,2024-07-06
752,1,1,7.0,0.0,5.23,0.0,2024-10-13,2024-07-14
753,0,1,,0.0,,0.0,,2023-01-28
754,1,1,0.0,5.0,0.0,7.91,2023-02-05,2024-10-12
755,1,1,10.0,6.0,2.08,1.71,2023-05-31,2024-06-07
756,0,1,,3.0,,8.39,,2024-10-05
757,1,1,1.0,4.0,5.47,8.69,2024-11-29,2024-11-05
758,0,0,,,,,,
759,1,1,11.0,6.0,2.45,1.9,2023-12-30,2023-01-07
760,1,1,5.0,0.0,6.39,0.0,2024-08-15,2023-08-28
761,1,1,6.0,0.0,5.21,0.0,2024-11-17,2023-04-01
762,1,1,8.0,5.0,4.38,6.89,2024-10-26,2024-11-03
763,1,1,4.0,4.0,5.12,8.54,2024-08-05,2024-07-05
764,0,1,,4.0,,6.62,,2024-08-17
765,1,1,1.0,0.0,7.24,0.0,2024-08-21,2024-04-10
766,0,0,,,,,,
767,1,1,4.0,0.0,6.44,0.0,2024-11-21,2023-02-17
768,0,1,,0.0,,0.0,,2023-08-10
769,0,1,,6.0,,2.0,,2023-06-19
770,1,1,10.0,0.0,2.43,0.0,2024-01-21,2023-07-14
771,1,1,0.0,1.0,0.0,16.48,2024-05-16,2024-12-24
772,1,1,3.0,3.0,5.21,7.73,2024-11-07,2024-11-07
773,1,1,4.0,3.0,5.97,9.1,2024-08-13,2024-08-12
774,0,0,,,,,,
775,0,1,,3.0,,9.25,,2024-07-21
776,1,1,4.0,3.0,4.9,8.79,2024-10-28,2024-07-28
777,1,1,12.0,3.0,1.43,7.5,2024-08-25,2024-08-04
778,1,1,5.0,0.0,6.21,0.0,2024-11-17,2023-12-12
779,1,1,3.0,3.0,5.92,9.01,2024-07-22,2024-07-22
780,1,1,10.0,0.0,1.75,0.0,2023-02-26,2023-06-26
781,1,1,4.0,8.0,4.95,2.16,2024-11-12,2024-07-04
782,1,1,10.0,4.0,2.49,6.92,2023-04-11,2024-08-27
783,1,1,6.0,1.0,3.68,16.23,2024-09-04,2024-12-24
784,0,0,,,,,,
785,1,1,6.0,2.0,6.51,16.83,2024-08-10,2024-12-27
786,0,0,,,,,,
787,1,1,6.0,6.0,4.6,2.63,2024-08-22,2023-04-08
788,0,1,,3.0,,8.47,,2024-07-12
789,1,1,5.0,6.0,4.48,1.48,2024-11-02,2023-09-14
790,0,0,,,,,,
791,0,1,,8.0,,1.4,,2023-07-17
792,1,1,7.0,0.0,5.63,0.0,2024-07-19,2023-12-04
793,0,0,,,,,,
794,1,1,0.0,4.0,0.0,7.84,2024-02-17,2024-08-28
795,1,1,7.0,0.0,6.91,0.0,2024-07-25,2023-04-07
796,1,1,10.0,0.0,2.49,0.0,2023-09-25,2024-03-03
797,0,0,,,,,,
798,1,1,10.0,2.0,1.38,16.72,2024-10-11,2024-12-21
799,0,1,,2.0,,15.61,,2024-09-10
800,0,1,,9.0,,1.56,,2024-10-13
801,1,1,6.0,4.0,4.08,6.7,2024-07-24,2024-07-31
802,1,1,6.0,2.0,6.89,16.17,2024-10-18,2024-12-28
803,1,1,3.0,4.0,3.0,8.36,2024-09-09,2024-10-15
804,1,1,3.0,7.0,5.46,2.59,2024-10-07,2024-08-27
805,1,1,10.0,2.0,2.47,17.18,2023-11-03,2024-12-30
806,0,1,,7.0,,1.85,,2023-01-19
807,1,1,4.0,2.0,7.57,15.2,2024-09-10,2024-08-12
808,1,1,12.0,7.0,2.24,2.83,2024-03-20,2023-05-13
809,1,1,6.0,5.0,5.65,7.4,2024-11-19,2024-07-23
810,1,1,5.0,2.0,4.45,16.85,2024-09-04,2024-12-26
811,1,1,10.0,3.0,2.73,8.85,2023-07-04,2024-10-21
812,1,1,4.0,5.0,5.74,9.83,2024-10-28,2024-08-12
813,1,1,10.0,6.0,1.76,1.51,2024-06-14,2024-06-05
814,1,1,3.0,3.0,5.31,8.67,2024-08-15,2024-08-12
815,0,1,,8.0,,2.32,,2024-10-19
816,1,1,10.0,2.0,1.64,14.48,2024-05-17,2024-11-08
817,1,1,10.0,1.0,3.0,16.08,2024-08-20,2024-12-27
818,1,1,3.0,5.0,6.01,9.52,2024-10-30,2024-11-18
819,1,1,4.0,2.0,4.63,15.09,2024-10-12,2024-10-15
820,1,1,3.0,6.0,5.62,1.91,2024-10-18,2024-08-15
821,1,1,3.0,5.0,6.4,8.39,2024-09-11,2024-09-12
822,1,1,3.0,0.0,5.98,0.0,2024-10-22,2023-04-16
823,1,1,8.0,6.0,5.38,2.42,2024-07-09,2023-12-31
824,1,1,10.0,2.0,2.76,14.49,2023-06-03,2024-07-24
825,1,1,3.0,7.0,3.62,1.87,2024-11-05,2023-12-01
826,1,1,3.0,6.0,5.93,1.89,2024-07-04,2023-11-26
827,1,1,3.0,2.0,5.96,15.51,2024-08-18,2024-09-13
828,1,1,4.0,4.0,7.38,7.9,2024-10-25,2024-11-07
829,1,1,3.0,6.0,4.81,2.32,2024-10-13,2023-02-19
830,0,1,,2.0,,15.94,,2024-10-28
831,1,1,10.0,1.0,1.7,16.03,2023-09-20,2024-12-30
832,1,1,3.0,6.0,3.87,1.65,2024-10-27,2024-01-30
833,1,1,4.0,3.0,7.17,7.88,2024-09-21,2024-08-18
834,0,0,,,,,,
835,1,1,6.0,6.0,6.72,1.97,2024-11-27,2024-08-30
836,1,1,8.0,7.0,5.5,2.08,2024-09-11,2023-07-23
837,1,1,10.0,3.0,1.62,9.38,2023-01-14,2024-09-11
838,1,1,12.0,4.0,1.94,9.61,2023-09-09,2024-07-28
839,0,1,,5.0,,7.41,,2024-07-09
840,1,1,2.0,0.0,7.98,0.0,2024-07-08,2024-06-26
841,0,1,,5.0,,7.84,,2024-07-18
842,1,1,4.0,5.0,5.97,7.63,2024-11-06,2024-07-10
843,0,1,,3.0,,8.01,,2024-09-28
844,1,1,2.0,0.0,8.24,0.0,2024-12-21,2024-01-12
845,0,1,,3.0,,8.6,,2024-07-09
846,0,1,,4.0,,8.31,,2024-08-20
847,1,1,5.0,6.0,6.84,1.92,2024-11-13,2023-01-13
848,1,1,6.0,3.0,6.17,7.34,2024-09-26,2024-11-25
849,0,1,,1.0,,16.33,,2024-12-26
850,1,1,1.0,7.0,6.03,2.07,2024-11-19,2024-02-23
851,0,0,,,,,,
852,1,1,11.0,6.0,2.07,2.23,2023-12-28,2024-02-25
853,1,1,3.0,0.0,4.0,0.0,2024-09-06,2024-06-02
854,1,1,5.0,3.0,5.74,8.81,2024-10-17,2024-11-04
855,1,1,8.0,3.0,4.93,8.19,2024-08-09,2024-08-12
856,0,0,,,,,,
857,1,1,6.0,6.0,5.31,1.25,2024-09-30,2023-02-06
858,1,1,3.0,0.0,5.11,0.0,2024-08-23,2024-08-17
859,0,0,,,,,,
860,1,1,4.0,1.0,6.15,17.13,2024-07-28,2024-12-31
861,0,0,,,,,,
862,1,1,6.0,5.0,5.7,7.49,2024-07-05,2024-09-11
863,1,1,4.0,3.0,6.95,6.92,2024-08-11,2024-08-20
864,1,1,3.0,1.0,6.48,18.02,2024-07-27,2024-12-25
865,1,1,10.0,8.0,2.39,1.43,2023-06-18,2023-12-12
866,1,1,10.0,7.0,2.11,2.05,2023-07-19,2024-10-25
867,1,1,1.0,4.0,7.1,7.37,2024-09-30,2024-11-30
868,1,1,10.0,3.0,2.95,9.22,2024-05-10,2024-11-13
869,0,0,,,,,,
870,1,1,3.0,0.0,5.48,0.0,2024-10-13,2024-07-07
871,0,0,,,,,,
872,1,1,10.0,5.0,1.16,9.3,2023-02-05,2024-09-03
873,1,1,7.0,9.0,6.5,2.07,2024-08-24,2024-04-19
874,1,1,5.0,5.0,5.38,8.61,2024-09-22,2024-10-11
875,1,1,3.0,3.0,6.62,9.2,2024-09-21,2024-08-20
876,0,1,,5.0,,7.65,,2024-11-29
877,1,1,7.0,0.0,4.16,0.0,2024-08-17,2024-07-05
878,0,0,,,,,,
879,1,1,1.0,3.0,7.8,7.07,2024-10-10,2024-09-09
880,1,1,10.0,1.0,2.14,18.23,2024-08-21,2024-12-24
881,1,1,3.0,5.0,6.38,8.12,2024-09-05,2024-10-26
882,0,1,,2.0,,17.09,,2024-12-31
883,0,1,,6.0,,2.63,,2023-08-20
884,1,1,3.0,3.0,7.31,6.0,2024-09-03,2024-10-23
885,1,1,4.0,5.0,4.75,8.35,2024-07-18,2024-09-14
886,0,1,,4.0,,8.06,,2024-09-20
887,1,1,3.0,3.0,3.75,7.68,2024-08-09,2024-07-14
