engagement_id,customer_id,campaign_id,channel_used,has_engaged,day,month,duration
3170,2505,53,Instagram,0,13,June,
3171,3631,53,Instagram,1,10,June,173
3172,2506,78,Website,0,16,July,
3173,2507,26,Google Ads,0,16,October,
3174,2508,42,TikTok,0,5,February,
3175,3053,21,Google Ads,1,30,June,
3176,2509,95,Landline,0,18,July,
3177,2510,28,Google Ads,0,9,February,
3178,3909,11,Email,1,3,February,
3179,2511,41,TikTok,0,21,March,
3180,2512,12,Email,0,16,December,
3181,2513,9,Email,0,29,October,
3182,2514,7,Email,0,10,March,
3183,2515,71,Website,0,4,January,
3184,2516,67,Instagram,0,11,September,
3185,2517,23,Google Ads,0,24,February,
3186,3132,23,Google Ads,1,9,March,88
3187,2518,31,Google Ads,0,13,March,
3188,2519,63,Instagram,0,21,March,
3189,2271,38,Instagram,1,29,March,114
3190,2520,16,Email,0,5,September,
3191,3551,66,TikTok,1,18,May,102
3192,2521,23,Google Ads,0,27,February,
3193,1842,69,TikTok,1,5,September,85
3194,2522,17,Email,0,31,December,
3195,2523,82,Website,0,10,July,
3196,2524,19,Google Ads,0,18,May,
3197,2525,73,Website,0,17,October,
3198,2526,9,Email,0,25,October,
3199,1822,54,TikTok,1,10,June,31
3200,2527,39,TikTok,0,9,April,
3201,1326,41,TikTok,1,24,March,54
3202,2528,28,Google Ads,0,17,January,
3203,1291,68,TikTok,1,9,March,108
3204,2529,7,Email,0,4,March,
3205,2530,12,Email,0,30,January,
3206,2531,17,Email,0,7,January,
3207,2532,79,Website,0,29,August,
3208,2533,12,Email,0,30,January,
3209,2534,76,Website,0,30,April,
3210,2535,89,Landline,0,17,March,
3211,2536,9,Email,0,17,October,
3212,1172,66,TikTok,1,14,May,96
3213,2676,14,Email,1,5,May,
3214,2537,18,Email,0,19,October,
3215,2538,36,TikTok,0,6,January,
3216,2539,89,Landline,0,24,February,
3217,2540,68,Instagram,0,20,March,
3218,2541,55,TikTok,0,2,May,
3219,2542,81,Website,0,16,August,
3220,2543,67,TikTok,0,12,September,
3221,2544,22,Google Ads,0,21,October,
3222,2350,5,Email,1,11,September,
3223,993,14,Email,1,15,June,
3224,2545,2,Email,0,13,December,
3225,2546,44,Instagram,0,5,March,
3226,2547,84,Landline,0,30,January,
3227,2548,34,TikTok,0,20,November,
3228,2549,39,TikTok,0,17,April,
3229,2875,52,Instagram,1,16,February,60
3230,1424,9,Email,1,28,October,
3231,2550,26,Google Ads,0,4,October,
3232,2551,31,Google Ads,0,10,March,
3233,2552,42,Instagram,0,4,February,
3234,2553,28,Google Ads,0,5,February,
3235,2554,32,Google Ads,0,28,October,
3236,2555,25,Google Ads,0,4,October,
3237,1059,53,Instagram,1,13,June,112
3238,2556,82,Website,0,28,June,
3239,2557,23,Google Ads,0,27,February,
3240,2558,8,Email,0,7,November,
3241,2559,43,TikTok,0,26,November,
3242,2560,12,Email,0,29,January,
3243,2561,68,Instagram,0,9,March,
3244,2562,75,Website,0,28,September,
3245,2563,30,Google Ads,0,20,August,
3246,2564,66,TikTok,0,8,June,
3247,2565,72,Website,0,14,October,
3248,2566,12,Email,0,29,December,
3249,2567,17,Email,0,26,November,
3250,2541,77,Website,1,5,May,
3251,3162,80,Website,1,10,September,133
3252,2568,80,Website,0,8,September,
3253,2569,5,Email,0,23,September,
3254,2570,60,Instagram,0,18,July,
3255,2571,45,Instagram,0,9,December,
3256,1050,17,Email,1,30,December,
3257,2572,5,Email,0,27,September,
3258,2573,25,Google Ads,0,30,October,
3259,2574,32,Google Ads,0,14,October,
3260,2575,32,Google Ads,0,30,October,
3261,2576,1,Email,0,21,June,
3262,2577,78,Website,0,3,August,
3263,2578,93,Landline,0,31,December,
3264,2579,6,Email,0,28,January,
3265,2580,60,TikTok,0,14,July,
3266,2581,34,TikTok,0,21,November,
3267,2582,50,TikTok,0,4,July,
3268,2583,2,Email,0,12,December,
3269,2584,63,TikTok,0,25,March,
3270,2585,73,Website,0,30,October,
3271,2586,61,Instagram,0,23,August,
3272,2587,63,TikTok,0,14,March,
3273,2588,92,Telephone,0,1,December,
3274,2589,14,Email,0,29,May,
3275,2590,32,Google Ads,0,30,October,
3276,2,69,Instagram,1,4,October,65
3277,2591,10,Email,0,30,May,
3278,2592,8,Email,0,19,October,
3279,2593,81,Website,0,21,August,
3280,2594,59,TikTok,0,9,December,
3281,2595,85,Landline,0,8,May,
3282,2152,40,Instagram,1,10,September,145
3283,2596,28,Google Ads,0,17,January,
3284,2597,22,Google Ads,0,23,September,
3285,2066,45,Instagram,1,9,November,151
3286,2598,29,Google Ads,0,2,December,
3287,2599,81,Website,0,20,August,
3288,2600,62,Instagram,0,25,February,
3289,2601,82,Website,0,30,June,
3290,2602,48,Instagram,0,10,May,
3291,2603,98,Landline,0,22,January,
3292,2604,97,Landline,0,15,April,
3293,2605,59,TikTok,0,26,November,
3294,2497,56,Instagram,1,24,July,115
3295,2606,90,Landline,0,13,January,
3296,2607,48,Instagram,0,29,May,
3297,2608,45,TikTok,0,29,November,
3298,2609,78,Website,0,4,August,
3299,2610,87,Landline,0,8,January,
3300,2611,24,Google Ads,0,14,May,
3301,2612,7,Email,0,11,March,
3302,3544,75,Website,1,9,August,60
3303,673,12,Email,1,5,December,
3304,932,48,TikTok,1,2,June,130
3305,3796,9,Email,1,30,October,
3306,2974,46,TikTok,1,18,August,56
3307,3620,83,Website,1,25,October,
3308,2613,62,Instagram,0,15,February,
3309,111,62,Instagram,1,17,February,56
3310,3929,30,Google Ads,1,29,August,74
3311,2614,72,Website,0,3,October,
3312,1861,37,TikTok,1,26,November,87
3313,2615,81,Website,0,16,August,
3314,3326,20,Google Ads,1,10,October,78
3315,2616,28,Google Ads,0,31,January,
3316,2617,81,Website,0,8,August,
3317,2618,63,TikTok,0,13,April,
3318,2738,58,Instagram,1,28,March,32
3319,2619,18,Email,0,8,October,
3320,2620,85,Landline,0,6,May,
3321,2621,84,Telephone,0,4,January,
3322,2622,69,TikTok,0,31,August,
3323,2690,5,Email,1,8,September,
3324,2623,31,Google Ads,0,6,March,
3325,2624,20,Google Ads,0,30,September,
3326,2625,45,Instagram,0,4,November,
3327,2626,51,Instagram,0,9,September,
3328,2627,81,Website,0,19,August,
3329,1576,95,Telephone,1,17,August,427
3330,2628,12,Email,0,10,December,
3331,2986,68,TikTok,1,31,March,136
3332,2629,74,Website,0,30,August,
3333,2630,20,Google Ads,0,20,October,
3334,2631,12,Email,0,17,January,
3335,2632,5,Email,0,2,October,
3336,2633,21,Google Ads,0,28,May,
3337,2634,88,Landline,0,5,April,
3338,2635,80,Website,0,22,September,
3339,1382,13,Email,1,21,December,
3340,2908,53,TikTok,1,22,June,74
3341,2636,37,TikTok,0,26,November,
3342,2637,28,Google Ads,0,29,January,
3343,2638,92,Telephone,0,1,December,
3344,2639,38,Instagram,0,10,April,
3345,2640,4,Email,0,8,September,
3346,2641,5,Email,0,29,September,
3347,2642,92,Landline,0,26,November,
3348,2643,93,Telephone,0,18,December,
3349,2644,95,Landline,0,30,July,
3350,2645,52,Instagram,0,17,February,
3351,2646,3,Email,0,27,June,
3352,2647,84,Landline,0,2,January,
3353,2648,72,Website,0,24,October,
3354,2649,8,Email,0,29,October,
3355,2650,93,Telephone,0,31,December,
3356,2651,49,TikTok,0,2,June,
3357,2652,11,Email,0,27,February,
3358,2653,97,Landline,0,17,April,
3359,2654,90,Landline,0,1,February,
3360,2655,93,Landline,0,31,December,
3361,2656,17,Email,0,7,December,
3362,2657,12,Email,0,29,January,
3363,2658,62,TikTok,0,10,February,
3364,2659,52,TikTok,0,17,February,
3365,2660,78,Website,0,2,September,
3366,2661,6,Email,0,4,February,
3367,2662,4,Email,0,16,September,
3368,2663,78,Website,0,3,September,
3369,303,39,Instagram,1,12,April,32
3370,2664,23,Google Ads,0,26,February,
3371,2665,68,Instagram,0,27,March,
3372,2666,77,Website,0,9,April,
3373,2667,53,TikTok,0,21,June,
3374,2306,56,TikTok,1,11,August,65
3375,2668,99,Landline,0,13,April,
3376,2669,81,Website,0,18,August,
3377,2670,93,Landline,0,20,December,
3378,2671,93,Landline,0,26,December,
3379,2672,91,Telephone,0,17,November,
3380,2673,80,Website,0,10,October,
3381,2674,47,Instagram,0,20,October,
3382,1373,63,TikTok,1,16,April,117
3383,2675,78,Website,0,6,August,
3384,2676,51,TikTok,0,23,August,
3385,2677,41,TikTok,0,25,March,
3386,2678,42,TikTok,0,29,January,
3387,2679,85,Landline,0,19,May,
3388,3974,15,Email,1,10,March,
3389,2680,24,Google Ads,0,20,May,
3390,2681,78,Website,0,24,July,
3391,2682,95,Telephone,0,30,July,
3392,2683,8,Email,0,29,September,
3393,2684,30,Google Ads,0,17,August,
3394,2685,1,Email,0,24,June,
3395,2508,62,Instagram,1,20,February,78
3396,2686,89,Telephone,0,4,March,
3397,2687,82,Website,0,3,June,
3398,2688,88,Landline,0,29,April,
3399,2689,85,Telephone,0,5,May,
3400,2690,94,Telephone,0,5,December,
3401,2691,70,TikTok,0,20,September,
3402,2692,87,Telephone,0,24,January,
3403,2693,21,Google Ads,0,10,June,
3404,2694,45,TikTok,0,30,October,
3405,1161,44,TikTok,1,4,March,36
3406,2695,28,Google Ads,0,10,January,
3407,2696,32,Google Ads,0,8,November,
3408,2697,26,Google Ads,0,12,October,
3409,1027,60,TikTok,1,31,July,155
3410,2698,26,Google Ads,0,1,October,
3411,2699,18,Email,0,16,October,
3412,2700,58,TikTok,0,3,May,
3413,2701,64,Instagram,0,16,July,
3414,3146,59,Instagram,1,4,December,166
3415,2702,68,Instagram,0,7,April,
3416,2703,72,Website,0,19,October,
3417,2704,13,Email,0,1,January,
3418,2705,49,Instagram,0,1,June,
3419,1471,46,TikTok,1,14,August,148
3420,2706,83,Website,0,25,October,
3421,2707,83,Website,0,3,October,
3422,2708,34,TikTok,0,19,November,
3423,2709,60,TikTok,0,16,July,
3424,791,94,Landline,1,27,November,579
3425,2710,96,Landline,0,9,July,
3426,1935,82,Website,1,5,June,89
3427,2155,1,Email,1,7,June,
3428,2497,50,TikTok,1,13,July,149
3429,2711,28,Google Ads,0,28,January,
3430,2712,2,Email,0,16,December,
3431,2924,19,Google Ads,1,24,April,117
3432,1905,57,Instagram,1,9,November,37
3433,932,64,TikTok,1,16,July,59
3434,2713,22,Google Ads,0,15,September,
3435,2714,19,Google Ads,0,22,May,
3436,1683,29,Google Ads,1,16,January,107
3437,2715,72,Website,0,26,October,
3438,2716,98,Telephone,0,31,January,
3439,2717,28,Google Ads,0,17,January,
3440,2718,45,Instagram,0,13,November,
3441,2719,72,Website,0,16,October,
3442,2720,17,Email,0,7,January,
3443,3624,64,TikTok,1,3,July,85
3444,2721,87,Landline,0,7,January,
3445,2722,2,Email,0,26,December,
3446,3511,41,TikTok,1,19,March,107
3447,2723,90,Landline,0,8,January,
3448,2724,76,Website,0,26,April,
3449,2725,20,Google Ads,0,22,October,
3450,2726,98,Telephone,0,17,January,
3451,2727,52,Instagram,0,14,February,
3452,533,45,TikTok,1,27,November,167
3453,2728,7,Email,0,27,February,
3454,2729,2,Email,0,22,December,
3455,2730,26,Google Ads,0,15,October,
3456,2731,79,Website,0,9,September,
3457,2732,20,Google Ads,0,14,October,
3458,2733,85,Landline,0,20,May,
3459,2734,28,Google Ads,0,12,January,
3460,2558,32,Google Ads,1,12,October,97
3461,2735,91,Telephone,0,18,November,
3462,721,5,Email,1,30,September,
3463,2736,77,Website,0,15,April,
3464,2737,27,Google Ads,0,13,March,
3465,2738,85,Landline,0,5,May,
3466,2739,31,Google Ads,0,14,March,
3467,2740,34,Instagram,0,20,November,
3468,2741,16,Email,0,28,August,
3469,1157,83,Website,1,27,September,149
3470,2742,67,Instagram,0,6,September,
3471,2743,5,Email,0,6,October,
3472,2744,68,Instagram,0,27,March,
3473,2745,95,Landline,0,13,July,
3474,2746,66,TikTok,0,8,May,
3475,2747,70,Instagram,0,12,October,
3476,3146,6,Email,1,3,February,
3477,2748,57,TikTok,0,29,November,
3478,2749,97,Telephone,0,24,April,
3479,2750,53,Instagram,0,21,June,
3480,2751,79,Website,0,14,August,
3481,2752,20,Google Ads,0,4,October,
3482,2753,33,Instagram,0,22,March,
3483,2754,97,Landline,0,22,May,
3484,2755,99,Telephone,0,14,April,
3485,2756,21,Google Ads,0,26,June,
3486,2757,16,Email,0,6,September,
3487,2758,55,Instagram,0,20,April,
3488,2759,58,Instagram,0,30,March,
3489,2760,87,Landline,0,21,January,
3490,2761,87,Telephone,0,13,February,
3491,2762,86,Telephone,0,31,July,
3492,2763,57,Instagram,0,10,November,
3493,2764,73,Website,0,5,October,
3494,2207,21,Google Ads,1,28,May,108
3495,2765,28,Google Ads,0,9,February,
3496,3417,50,TikTok,1,9,June,25
3497,2766,90,Telephone,0,4,February,
3498,2812,31,Google Ads,1,1,March,
3499,2767,86,Telephone,0,3,September,
3500,339,12,Email,1,26,December,
3501,2768,5,Email,0,11,September,
3502,2769,97,Landline,0,18,April,
3503,3043,68,Instagram,1,18,March,124
3504,2770,78,Website,0,30,August,
3505,3539,50,Instagram,1,10,June,134
3506,2771,57,Instagram,0,9,November,
3507,2772,82,Website,0,5,June,
3508,463,14,Email,1,19,May,
3509,2773,52,Instagram,0,26,February,
3510,2774,17,Email,0,1,December,
3511,2775,17,Email,0,17,December,
3512,2776,69,TikTok,0,15,September,
3513,2777,26,Google Ads,0,7,October,
3514,2778,90,Landline,0,5,February,
3515,2779,78,Website,0,28,August,
3516,2780,5,Email,0,5,October,
3517,2781,31,Google Ads,0,2,March,
3518,2782,9,Email,0,24,October,
3519,788,2,Email,1,24,December,
3520,2783,44,TikTok,0,9,March,
3521,2784,84,Telephone,0,28,January,
3522,3736,87,Telephone,1,10,January,387
3523,2785,14,Email,0,15,May,
3524,2786,81,Website,0,19,August,
3525,2787,87,Telephone,0,3,January,
3526,2788,75,Website,0,17,September,
3527,2789,95,Telephone,0,27,July,
3528,2790,17,Email,0,3,December,
3529,2791,96,Telephone,0,11,June,
3530,2792,81,Website,0,12,August,
3531,2793,53,Instagram,0,11,June,
3532,2794,56,TikTok,0,4,August,
3533,351,38,TikTok,1,30,March,130
3534,2795,63,Instagram,0,3,March,
3535,1384,33,TikTok,1,27,March,55
3536,2796,39,TikTok,0,6,April,
3537,2688,70,TikTok,1,6,September,165
3538,2797,67,TikTok,0,15,September,
3539,3225,78,Website,1,27,August,34
3540,614,35,Instagram,1,24,January,24
3541,2798,96,Landline,0,3,June,
3542,2844,18,Email,1,14,October,
3543,2799,95,Landline,0,31,July,
3544,2800,61,Instagram,0,10,September,
3545,2801,54,TikTok,0,29,May,
3546,2802,80,Website,0,15,October,
3547,2803,86,Telephone,0,30,July,
3548,2804,22,Google Ads,0,12,September,
3549,1585,78,Website,1,31,July,33
3550,2805,84,Landline,0,7,February,
3551,2806,26,Google Ads,0,16,October,
3552,2807,99,Landline,0,13,April,
3553,2808,80,Website,0,30,September,
3554,2809,75,Website,0,26,August,
3555,186,8,Email,1,5,November,
3556,2342,68,TikTok,1,25,March,127
3557,2810,8,Email,0,16,October,
3558,2811,91,Landline,0,13,November,
3559,2812,68,Instagram,0,14,March,
3560,2813,2,Email,0,26,December,
3561,2814,65,TikTok,0,13,April,
3562,2815,20,Google Ads,0,8,October,
3563,2816,36,Instagram,0,28,February,
3564,2817,94,Telephone,0,19,November,
3565,2818,96,Telephone,0,28,June,
3566,2819,35,TikTok,0,27,January,
3567,2820,34,TikTok,0,5,November,
3568,2821,7,Email,0,4,March,
3569,2521,49,TikTok,1,4,June,89
3570,2822,86,Landline,0,7,August,
3571,2823,34,TikTok,0,2,November,
3572,2824,26,Google Ads,0,8,October,
3573,183,85,Telephone,1,16,May,370
3574,2825,84,Telephone,0,30,January,
3575,2826,10,Email,0,1,June,
3576,2827,63,TikTok,0,15,March,
3577,2828,52,TikTok,0,16,February,
3578,2829,8,Email,0,6,November,
3579,3073,41,Instagram,1,23,March,32
3580,2830,79,Website,0,18,August,
3581,2831,6,Email,0,29,January,
3582,2832,5,Email,0,26,September,
3583,2833,96,Landline,0,6,July,
3584,2834,18,Email,0,14,October,
3585,2835,23,Google Ads,0,1,March,
3586,2836,19,Google Ads,0,14,May,
3587,2837,64,TikTok,0,11,July,
3588,2838,9,Email,0,29,October,
3589,2839,57,Instagram,0,3,December,
3590,2840,96,Telephone,0,20,June,
3591,2841,80,Website,0,10,September,
3592,3152,67,TikTok,1,15,September,50
3593,2525,92,Telephone,1,26,November,525
3594,2842,23,Google Ads,0,26,February,
3595,1090,37,Instagram,1,25,December,64
3596,2843,69,Instagram,0,10,October,
3597,2844,65,Instagram,0,22,February,
3598,2845,12,Email,0,5,January,
3599,2846,5,Email,0,6,October,
3600,2847,42,Instagram,0,12,February,
3601,2848,61,TikTok,0,18,August,
3602,2849,67,Instagram,0,16,September,
3603,2850,12,Email,0,2,December,
3604,2851,56,TikTok,0,18,July,
3605,2852,77,Website,0,28,March,
3606,2853,32,Google Ads,0,23,October,
3607,2854,74,Website,0,27,July,
3608,35,37,TikTok,1,30,December,150
3609,2855,91,Landline,0,7,November,
3610,2856,52,TikTok,0,28,February,
3611,2857,66,Instagram,0,30,April,
3612,2858,7,Email,0,4,March,
3613,2859,34,Instagram,0,25,November,
3614,2860,47,TikTok,0,26,September,
3615,2861,7,Email,0,3,March,
3616,2862,17,Email,0,28,December,
3617,1871,52,TikTok,1,20,February,160
3618,2955,22,Google Ads,1,31,October,83
3619,2863,32,Google Ads,0,19,October,
3620,2864,54,Instagram,0,28,May,
3621,2865,97,Telephone,0,6,May,
3622,2866,84,Landline,0,9,February,
3623,2867,79,Website,0,19,August,
3624,2868,24,Google Ads,0,25,May,
3625,2869,2,Email,0,14,December,
3626,2870,78,Website,0,4,August,
3627,2871,71,Website,0,20,December,
3628,2872,63,Instagram,0,19,April,
3629,2873,70,TikTok,0,12,September,
3630,2874,5,Email,0,16,September,
3631,3257,34,Instagram,1,25,November,167
3632,2875,11,Email,0,5,February,
3633,2876,86,Telephone,0,27,August,
3634,217,34,TikTok,1,29,November,139
3635,1633,14,Email,1,8,June,
3636,2522,45,Instagram,1,6,November,174
3637,1810,1,Email,1,7,June,
3638,2877,31,Google Ads,0,2,March,
3639,2878,60,Instagram,0,7,August,
3640,722,78,Website,1,3,August,
3641,2879,11,Email,0,27,February,
3642,1434,55,Instagram,1,26,April,146
3643,2880,41,Instagram,0,23,March,
3644,2055,82,Website,1,25,May,108
3645,2881,15,Email,0,26,January,
3646,1204,66,TikTok,1,26,May,149
3647,2882,28,Google Ads,0,4,January,
3648,2883,33,Instagram,0,30,March,
3649,2884,91,Telephone,0,5,November,
3650,2885,40,Instagram,0,15,September,
3651,2886,90,Landline,0,8,February,
3652,2887,18,Email,0,6,October,
3653,2888,28,Google Ads,0,6,January,
3654,2889,40,TikTok,0,24,September,
3655,2890,84,Telephone,0,9,February,
3656,2066,5,Email,1,5,October,
3657,416,83,Website,1,31,October,40
3658,2891,80,Website,0,11,September,
3659,2892,51,Instagram,0,11,September,
3660,879,68,Instagram,1,15,March,35
3661,2893,1,Email,0,4,June,
3662,2894,24,Google Ads,0,26,May,
3663,2895,63,TikTok,0,27,February,
3664,2896,15,Email,0,4,February,
3665,2897,79,Website,0,15,August,
3666,2898,76,Website,0,21,May,
3667,2899,31,Google Ads,0,9,March,
3668,2900,78,Website,0,4,September,
3669,1130,40,Instagram,1,1,October,149
3670,2901,80,Website,0,7,September,
3671,2902,75,Website,0,10,August,
3672,2903,22,Google Ads,0,17,September,
3673,2904,98,Landline,0,19,January,
3674,2905,56,TikTok,0,25,July,
3675,1017,92,Telephone,1,27,November,351
3676,2906,43,Instagram,0,24,November,
3677,2907,71,Website,0,13,January,
3678,2908,6,Email,0,26,January,
3679,2909,34,TikTok,0,31,October,
3680,2910,49,Instagram,0,5,June,
3681,2911,31,Google Ads,0,28,February,
3682,2912,17,Email,0,1,December,
3683,2913,92,Telephone,0,19,November,
3684,718,76,Website,1,1,June,100
3685,2914,64,TikTok,0,3,July,
3686,2915,96,Landline,0,2,July,
3687,2916,64,TikTok,0,15,July,
3688,2917,29,Google Ads,0,9,December,
3689,2918,31,Google Ads,0,4,March,
3690,2919,15,Email,0,24,February,
3691,1709,36,TikTok,1,1,March,116
3692,2293,46,TikTok,1,18,August,116
3693,2920,64,Instagram,0,2,July,
3694,3600,63,TikTok,1,28,February,155
3695,2921,9,Email,0,28,October,
3696,2922,25,Google Ads,0,2,November,
3697,2923,78,Website,0,21,July,
3698,2924,1,Email,0,1,July,
3699,2925,78,Website,0,7,August,
3700,2926,11,Email,0,31,January,
3701,2927,22,Google Ads,0,5,October,
3702,2928,70,Instagram,0,14,September,
3703,3584,67,Instagram,1,7,September,140
3704,2929,29,Google Ads,0,30,December,
3705,2930,10,Email,0,17,June,
3706,2931,4,Email,0,21,September,
3707,2932,20,Google Ads,0,1,October,
3708,2933,85,Landline,0,19,May,
3709,2934,71,Website,0,1,January,
3710,1557,94,Telephone,1,13,November,494
3711,2935,99,Telephone,0,13,April,
3712,2936,89,Landline,0,23,February,
3713,2937,8,Email,0,28,October,
3714,2938,1,Email,0,3,July,
3715,2185,50,Instagram,1,17,June,155
3716,2469,66,TikTok,1,1,May,25
3717,2939,46,TikTok,0,15,August,
3718,2940,80,Website,0,27,September,
3719,2941,99,Telephone,0,7,April,
3720,682,92,Telephone,1,30,November,483
3721,2942,41,TikTok,0,21,March,
3722,2943,89,Telephone,0,14,February,
3723,2944,21,Google Ads,0,2,June,
3724,2945,3,Email,0,7,June,
3725,2947,14,Email,1,31,May,
3726,2946,65,TikTok,0,14,April,
3727,2947,66,TikTok,0,24,April,
3728,2948,79,Website,0,1,September,
3729,2949,93,Telephone,0,24,December,
3730,2950,25,Google Ads,0,14,October,
3731,384,59,TikTok,1,26,November,168
3732,2984,24,Google Ads,1,17,May,55
3733,2951,91,Landline,0,16,November,
3734,2952,29,Google Ads,0,14,January,
3735,2953,86,Telephone,0,3,August,
3736,2954,30,Google Ads,0,23,August,
3737,2955,40,Instagram,0,29,September,
3738,2956,97,Landline,0,11,April,
3739,2957,52,TikTok,0,15,February,
3740,2958,33,Instagram,0,30,March,
3741,27,56,TikTok,1,21,July,114
3742,2959,13,Email,0,9,December,
3743,2960,32,Google Ads,0,15,October,
3744,2961,49,TikTok,0,11,June,
3745,2962,5,Email,0,9,September,
3746,1099,5,Email,1,20,September,
3747,182,44,Instagram,1,11,March,166
3748,2963,13,Email,0,8,December,
3749,1247,7,Email,1,9,March,
3750,2245,49,Instagram,1,27,May,98
3751,2964,84,Landline,0,13,January,
3752,2965,36,Instagram,0,31,January,
3753,1990,48,Instagram,1,1,May,68
3754,2966,51,TikTok,0,21,August,
3755,3557,38,TikTok,1,2,April,133
3756,2967,37,Instagram,0,28,December,
3757,3647,64,TikTok,1,5,July,39
3758,2968,96,Landline,0,27,June,
3759,573,50,TikTok,1,9,July,78
3760,2256,57,TikTok,1,17,November,159
3761,2969,13,Email,0,3,January,
3762,2970,66,TikTok,0,12,May,
3763,2971,77,Website,0,30,April,
3764,2972,43,Instagram,0,23,November,
3765,1216,60,TikTok,1,17,July,135
3766,2973,21,Google Ads,0,21,June,
3767,2974,40,Instagram,0,8,September,
3768,2975,79,Website,0,6,October,
3769,2976,23,Google Ads,0,5,March,
3770,2977,70,Instagram,0,1,September,
3771,2978,52,TikTok,0,13,February,
3772,2979,13,Email,0,23,December,
3773,2980,19,Google Ads,0,4,May,
3774,2981,32,Google Ads,0,31,October,
3775,2982,28,Google Ads,0,9,February,
3776,2983,86,Landline,0,21,July,
3777,1193,59,TikTok,1,5,December,52
3778,2984,9,Email,0,15,October,
3779,54,68,TikTok,1,28,March,173
3780,549,70,TikTok,1,14,October,141
3781,2985,21,Google Ads,0,10,July,
3782,2986,96,Telephone,0,28,June,
3783,2987,78,Website,0,13,August,
3784,2988,77,Website,0,7,May,
3785,2989,80,Website,0,26,September,
3786,2990,29,Google Ads,0,3,January,
3787,1746,47,Instagram,1,23,September,156
3788,2991,12,Email,0,28,December,
3789,2992,74,Website,0,11,July,
3790,2993,71,Website,0,25,January,
3791,2994,60,Instagram,0,5,August,
3792,2995,86,Landline,0,28,August,
3793,2996,37,Instagram,0,11,December,
3794,2996,46,Instagram,1,25,August,92
3795,2997,9,Email,0,27,October,
3796,2998,49,TikTok,0,4,June,
3797,2999,57,Instagram,0,18,December,
3798,3000,90,Landline,0,3,February,
3799,3001,80,Website,0,28,September,
3800,3002,77,Website,0,20,April,
3801,3003,69,Instagram,0,2,September,
3802,3004,9,Email,0,28,October,
3803,3005,65,TikTok,0,30,March,
3804,3006,26,Google Ads,0,7,October,
3805,3007,27,Google Ads,0,2,April,
3806,3008,20,Google Ads,0,25,September,
3807,3009,31,Google Ads,0,5,March,
3808,3010,96,Landline,0,11,July,
3809,3011,62,Instagram,0,31,January,
3810,3012,3,Email,0,7,June,
3811,1013,36,Instagram,1,9,February,145
3812,3309,39,Instagram,1,8,April,79
3813,3013,43,TikTok,0,28,November,
3814,3014,79,Website,0,10,August,
3815,1588,51,Instagram,1,30,July,133
3816,1394,70,Instagram,1,1,October,76
3817,3015,99,Landline,0,11,April,
3818,2554,40,Instagram,1,26,September,37
3819,3016,36,Instagram,0,11,January,
3820,3017,41,TikTok,0,13,March,
3821,3018,14,Email,0,5,June,
3822,3439,43,TikTok,1,23,November,20
3823,3019,60,TikTok,0,2,August,
3824,3704,10,Email,1,3,June,
3825,3020,67,Instagram,0,17,September,
3826,720,40,TikTok,1,30,September,69
3827,3021,36,Instagram,0,26,February,
3828,3022,11,Email,0,4,February,
3829,3023,85,Landline,0,11,May,
3830,3024,39,TikTok,0,6,April,
3831,3025,45,TikTok,0,23,October,
3832,3026,22,Google Ads,0,16,September,
3833,3027,9,Email,0,22,October,
3834,3028,75,Website,0,29,August,
3835,3029,31,Google Ads,0,28,February,
3836,3030,98,Landline,0,31,January,
3837,3031,81,Website,0,8,August,
3838,238,42,Instagram,1,18,February,143
3839,3032,8,Email,0,29,September,
3840,3033,8,Email,0,10,November,
3841,3034,52,TikTok,0,17,February,
3842,3035,32,Google Ads,0,7,November,
3843,3036,84,Landline,0,29,January,
3844,3037,54,TikTok,0,6,June,
3845,3038,50,Instagram,0,7,July,
3846,3039,77,Website,0,3,May,
3847,3040,6,Email,0,20,January,
3848,3041,63,Instagram,0,11,March,
3849,1342,24,Google Ads,1,23,May,174
3850,3042,26,Google Ads,0,13,October,
3851,3043,31,Google Ads,0,5,March,
3852,3044,55,TikTok,0,2,April,
3853,3072,44,TikTok,1,24,March,90
3854,3045,20,Google Ads,0,26,September,
3855,3046,56,Instagram,0,8,August,
3856,3047,77,Website,0,23,April,
3857,3048,72,Website,0,3,October,
3858,2087,9,Email,1,24,October,
3859,3124,53,Instagram,1,20,June,88
3860,3049,32,Google Ads,0,1,November,
3861,3050,58,Instagram,0,4,April,
3862,3051,67,TikTok,0,16,September,
3863,3052,91,Landline,0,6,November,
3864,3053,28,Google Ads,0,17,February,
3865,3838,48,Instagram,1,20,April,120
3866,3054,65,Instagram,0,11,April,
3867,3055,37,TikTok,0,15,December,
3868,3056,77,Website,0,13,April,
3869,3057,91,Landline,0,8,November,
3870,1215,35,TikTok,1,27,January,167
3871,819,45,TikTok,1,7,December,161
3872,3058,84,Telephone,0,9,February,
3873,3059,12,Email,0,21,December,
3874,3060,3,Email,0,24,June,
3875,3061,13,Email,0,25,December,
3876,3062,29,Google Ads,0,24,January,
3877,3063,97,Landline,0,13,April,
3878,2190,54,TikTok,1,30,May,152
3879,3064,99,Telephone,0,31,March,
3880,3065,79,Website,0,24,September,
3881,3066,82,Website,0,21,June,
3882,3067,35,TikTok,0,25,January,
3883,120,69,Instagram,1,28,August,37
3884,3068,67,Instagram,0,8,September,
