transaction_id,customer_id,transaction_type,transaction_amt,transaction_date
668523,2994,Withdrawal,59.0,2024-08-18 09:42:51
444767,1478,Deposit,132.64,2024-09-30 11:24:56
975239,1478,Credit,169.64,2024-07-28 18:24:14
804606,1478,Deposit,125.08,2023-06-01 05:30:50
493885,1478,Credit,71.1,2024-05-06 15:34:56
710697,1478,Transfer,245.25,2024-07-28 20:04:09
632419,1281,Withdrawal,118.89,2023-09-14 05:47:47
993073,2265,Transfer,540.47,2024-11-05 09:42:44
743542,2265,Transfer,227.43,2023-07-26 09:34:39
268616,2265,Deposit,185.36,2023-02-23 21:28:52
156329,2908,Withdrawal,487.79,2023-07-28 18:36:16
564583,2908,Withdrawal,2.0,2023-07-22 15:53:30
365427,676,Credit,234.45,2024-04-18 10:11:56
702329,400,Deposit,81.91,2023-04-21 00:46:22
229135,400,Transfer,179.95,2024-07-08 11:16:41
507089,3475,Transfer,190.16,2023-11-29 06:03:35
233069,3475,Transfer,72.96,2023-12-19 14:50:56
701525,3475,Deposit,137.13,2024-09-14 05:16:46
122759,346,Deposit,142.87,2023-11-10 16:51:01
276627,346,Credit,119.92,2024-12-14 11:39:09
622293,346,Transfer,89.78,2023-11-14 19:14:21
197525,2283,Deposit,592.7,2023-02-27 18:56:52
263793,2283,Withdrawal,2.0,2024-10-17 04:45:15
453244,2283,Credit,2.0,2024-04-10 21:34:38
296041,1015,Credit,427.79,2024-05-21 07:43:34
332572,1015,Transfer,539.32,2024-01-20 01:35:03
400438,1015,Withdrawal,611.42,2023-06-25 14:54:36
212340,1015,Withdrawal,546.93,2023-05-17 00:36:29
464595,2562,Transfer,315.45,2023-06-27 02:27:33
941392,1100,Credit,599.34,2024-01-02 17:30:44
268981,1100,Credit,698.72,2024-03-17 14:45:44
704263,1100,Withdrawal,81.64,2023-02-12 10:31:50
791770,1100,Credit,361.38,2024-09-12 21:57:26
207952,831,Withdrawal,400.57,2024-10-26 16:42:17
997347,831,Transfer,698.39,2023-10-02 02:03:06
731735,831,Withdrawal,497.11,2024-11-10 12:57:57
899545,434,Credit,76.75,2024-05-10 21:30:22
298447,3111,Transfer,289.58,2023-05-13 04:59:14
574548,3111,Deposit,230.58,2023-05-28 15:49:20
936860,2251,Credit,735.91,2024-05-10 17:07:42
641329,2251,Credit,867.81,2023-04-21 06:45:34
386186,2251,Withdrawal,1322.24,2024-03-03 09:33:16
716102,2251,Credit,723.67,2023-11-11 19:34:15
164417,2251,Withdrawal,506.92,2023-11-12 12:31:24
726146,2251,Withdrawal,792.84,2023-06-15 17:19:11
313006,1967,Withdrawal,279.21,2023-07-13 06:43:08
114122,1967,Transfer,186.36,2024-12-24 15:08:46
325329,442,Credit,144.6,2024-02-14 11:45:08
823344,747,Credit,554.36,2023-02-07 23:33:17
316019,747,Credit,523.04,2024-01-14 00:54:26
636410,747,Transfer,877.48,2024-11-19 17:04:53
887355,747,Withdrawal,613.78,2023-08-13 16:26:37
560741,1913,Withdrawal,497.06,2024-10-15 12:54:18
181366,1913,Credit,451.96,2024-10-10 23:49:41
126651,1913,Credit,485.51,2024-03-28 05:16:35
406520,1913,Deposit,630.7,2024-03-22 12:04:33
599103,2839,Transfer,621.13,2023-08-27 19:23:34
795119,2839,Credit,631.83,2024-09-24 16:02:44
239901,2839,Withdrawal,995.41,2023-07-05 18:38:09
707828,244,Credit,137.88,2024-11-21 01:21:28
331276,244,Deposit,302.66,2023-04-07 09:14:52
665020,244,Withdrawal,120.52,2023-12-12 05:29:44
520930,3580,Credit,450.77,2024-09-10 15:22:05
343986,3580,Credit,205.31,2023-07-07 14:36:30
710278,800,Deposit,26.71,2024-12-09 20:01:44
484671,1333,Credit,37.32,2024-05-14 02:55:07
435953,1333,Credit,51.88,2023-12-09 12:18:31
959244,2434,Withdrawal,481.76,2024-08-06 21:06:35
981079,2434,Transfer,268.76,2023-02-01 19:05:35
908817,2434,Credit,298.58,2023-01-30 15:40:06
685627,2262,Credit,309.13,2024-04-15 20:36:33
111883,2262,Transfer,367.06,2023-01-12 19:58:51
108262,2262,Credit,222.16,2023-04-08 03:41:38
934798,3771,Withdrawal,261.84,2024-03-12 11:36:22
348423,3771,Transfer,142.81,2024-01-10 06:38:59
459446,3771,Withdrawal,401.27,2023-02-07 17:58:51
945761,1763,Deposit,460.37,2024-04-16 15:53:18
637389,1763,Deposit,199.49,2023-05-05 04:21:24
738153,1763,Withdrawal,129.6,2023-05-28 02:22:36
426173,1763,Credit,259.79,2024-07-06 10:26:59
801307,1908,Deposit,160.13,2024-06-28 12:50:47
780941,1908,Withdrawal,550.18,2024-11-16 18:05:05
611179,1908,Deposit,360.65,2023-07-05 00:00:04
541162,3702,Withdrawal,77.31,2024-10-21 09:11:07
625331,3702,Withdrawal,162.0,2023-09-16 11:05:08
246697,242,Deposit,134.53,2024-11-24 17:41:10
929572,2035,Withdrawal,689.59,2024-03-08 11:50:56
738636,2035,Deposit,938.58,2024-07-28 14:33:54
737872,562,Transfer,78.71,2023-10-15 10:28:47
391806,562,Transfer,79.89,2024-09-04 09:16:14
234919,562,Withdrawal,56.81,2024-10-12 11:12:37
139447,562,Deposit,167.36,2024-01-30 14:25:14
184729,1949,Transfer,183.31,2024-03-06 14:05:12
234997,1949,Withdrawal,177.71,2024-04-08 09:12:44
241816,1949,Credit,264.69,2023-05-15 20:45:24
263396,240,Transfer,42.13,2023-10-01 04:22:50
359666,240,Deposit,138.67,2023-12-09 05:35:40
984385,240,Credit,144.53,2023-06-12 16:04:59
859999,240,Withdrawal,53.83,2024-05-15 02:51:23
243635,3349,Credit,978.7,2024-12-01 21:41:35
280508,3349,Credit,2952.67,2024-06-11 11:44:24
800503,3349,Deposit,1971.29,2023-11-28 06:08:52
951109,3229,Withdrawal,109.09,2023-06-28 11:50:24
114960,3229,Deposit,109.45,2024-05-08 21:39:45
154332,2079,Deposit,244.7,2024-10-16 07:37:56
144714,1553,Deposit,285.29,2023-09-26 14:51:34
628761,3827,Transfer,272.83,2023-12-18 20:28:40
712028,3198,Withdrawal,341.51,2024-08-15 00:28:09
934648,3198,Transfer,221.02,2023-09-06 19:30:09
918906,2229,Transfer,195.78,2024-11-25 16:52:55
149499,2229,Transfer,223.58,2024-10-12 23:56:51
995606,2453,Deposit,619.16,2024-06-19 08:57:41
204200,2453,Deposit,2.0,2024-08-09 07:36:21
816146,2453,Withdrawal,503.0,2023-03-10 13:07:12
607888,2453,Credit,1479.71,2023-11-17 12:04:59
665827,2453,Withdrawal,631.26,2023-04-18 02:09:28
147953,125,Withdrawal,218.62,2023-10-01 09:00:15
732856,125,Credit,311.53,2023-10-24 20:50:44
567486,125,Transfer,157.45,2024-07-13 17:23:33
705231,3555,Withdrawal,336.87,2024-09-06 04:10:15
508991,3555,Deposit,414.15,2024-12-07 17:15:24
939640,3283,Transfer,223.2,2024-04-26 23:11:58
489661,3283,Credit,559.7,2023-12-28 07:31:38
551706,3283,Credit,177.24,2023-04-04 10:09:42
115997,1616,Withdrawal,260.48,2024-01-17 10:53:25
280569,1616,Withdrawal,187.88,2023-08-22 04:27:16
447604,3121,Deposit,561.54,2023-05-15 20:20:27
813830,3121,Deposit,70.01,2023-05-18 23:38:37
826948,3121,Credit,2.0,2023-10-03 11:55:36
424577,46,Withdrawal,93.64,2023-08-03 13:31:47
462807,1494,Credit,545.88,2023-09-21 18:48:30
862138,1494,Credit,245.02,2023-01-15 08:31:34
306424,1494,Credit,408.95,2023-03-24 21:27:56
201653,1494,Deposit,210.73,2023-01-10 03:04:33
785126,1494,Deposit,254.17,2023-01-07 08:31:40
788743,662,Withdrawal,181.63,2023-02-23 22:37:51
771538,662,Withdrawal,195.81,2024-12-17 16:51:13
590337,53,Deposit,118.25,2023-05-08 16:30:30
348415,944,Transfer,261.28,2023-04-23 04:34:26
492088,944,Deposit,333.58,2023-08-23 00:04:40
963713,2802,Transfer,126.79,2023-11-23 02:28:22
405395,2802,Credit,125.02,2023-12-04 13:51:54
643356,2151,Deposit,151.01,2024-03-21 10:02:29
391125,2151,Withdrawal,128.5,2024-12-19 02:34:33
961536,3591,Transfer,113.0,2023-09-02 17:46:21
851224,3591,Deposit,32.87,2023-02-08 19:37:37
810869,3591,Withdrawal,166.36,2023-04-28 22:57:11
467058,1873,Deposit,169.9,2023-10-09 22:29:36
315050,1873,Credit,66.57,2024-10-01 14:45:18
881739,1873,Transfer,372.58,2023-12-26 03:22:25
787206,3952,Withdrawal,300.73,2024-07-16 21:00:54
343570,11,Credit,80.76,2023-06-10 09:39:18
234108,11,Transfer,92.63,2023-07-08 15:52:56
279426,11,Deposit,26.22,2024-09-09 16:48:49
457472,252,Withdrawal,26.25,2024-03-23 03:07:14
884821,2127,Credit,379.44,2023-01-04 20:14:48
791795,2127,Transfer,307.28,2024-03-21 01:28:19
176663,2127,Withdrawal,317.52,2024-08-07 00:39:08
461767,214,Deposit,33.73,2024-02-02 06:40:01
446149,298,Transfer,61.84,2023-04-17 11:01:46
276833,1792,Withdrawal,107.92,2024-06-05 01:01:23
806190,3021,Deposit,107.94,2024-05-01 09:50:14
841842,895,Deposit,922.66,2023-06-30 15:33:12
130028,54,Credit,119.12,2024-04-14 11:56:04
839905,1901,Deposit,744.69,2024-09-10 08:38:12
637705,1901,Transfer,455.17,2024-10-18 23:02:31
330664,1901,Transfer,226.24,2024-06-09 01:42:51
681958,3589,Credit,421.66,2023-11-01 07:25:56
276043,3589,Transfer,368.91,2024-01-14 05:25:46
772421,1770,Credit,265.1,2024-11-15 23:10:16
376672,1878,Deposit,326.44,2023-12-06 18:57:11
806749,1878,Transfer,692.14,2023-01-25 02:12:54
762263,1878,Deposit,1400.07,2024-01-08 16:26:34
681167,1878,Deposit,1228.09,2023-02-11 14:19:09
592552,1878,Deposit,595.61,2023-09-18 16:37:37
665594,1878,Deposit,1778.17,2024-05-24 16:34:20
689576,2970,Credit,71.21,2023-10-21 23:00:53
634780,2970,Credit,226.74,2023-11-01 19:32:00
660780,2970,Withdrawal,194.64,2023-06-10 18:52:26
401108,2970,Deposit,560.15,2024-08-19 12:07:03
673515,3526,Credit,526.38,2024-04-16 13:56:14
913131,3526,Transfer,1026.56,2023-12-04 04:01:01
496958,3526,Deposit,763.04,2023-12-11 08:39:27
303816,3526,Transfer,621.15,2024-03-02 09:14:46
760914,2656,Transfer,170.03,2023-11-06 17:03:21
209631,2656,Credit,368.42,2023-01-02 18:34:59
977467,2656,Transfer,188.73,2023-08-10 17:21:29
782134,2656,Deposit,169.29,2023-05-27 19:14:58
452641,2656,Withdrawal,372.71,2024-05-28 10:03:59
873726,1159,Credit,423.79,2024-05-10 18:42:18
592500,2721,Credit,125.73,2023-11-02 09:34:41
118055,1338,Credit,32.57,2023-10-14 20:50:17
815297,1338,Credit,120.82,2023-09-16 06:42:48
710434,234,Credit,88.04,2023-01-03 04:35:07
308563,234,Deposit,30.73,2024-05-25 23:59:07
239054,1124,Credit,86.77,2024-08-11 23:12:58
404239,1124,Deposit,149.69,2023-08-06 14:44:46
986650,1124,Credit,281.35,2023-10-28 22:43:16
546983,1124,Credit,440.23,2024-08-06 12:24:33
567570,2337,Transfer,294.75,2023-06-22 19:56:44
559209,2347,Withdrawal,311.01,2023-02-05 23:29:45
461080,152,Transfer,56.05,2024-12-08 04:39:15
572830,639,Deposit,108.63,2023-07-27 07:52:38
854287,639,Credit,167.2,2024-04-28 05:19:37
194252,639,Withdrawal,74.35,2023-10-14 21:44:45
590955,3000,Withdrawal,445.46,2023-01-21 18:57:07
506775,3000,Withdrawal,255.26,2023-03-22 06:32:37
890214,3000,Deposit,98.27,2023-09-30 02:58:22
588617,336,Deposit,77.76,2023-07-02 01:50:15
501151,336,Withdrawal,184.89,2024-05-17 14:16:08
943792,336,Transfer,159.49,2024-11-05 04:27:55
723580,336,Deposit,54.53,2024-08-28 10:29:23
184025,791,Transfer,402.92,2023-12-08 04:01:02
295847,791,Deposit,378.72,2024-04-03 21:54:05
381225,791,Deposit,403.71,2023-03-20 14:48:53
382400,3891,Withdrawal,256.27,2023-08-19 05:50:47
188141,3891,Transfer,318.06,2023-09-11 17:23:06
833530,3891,Transfer,242.56,2023-06-15 08:35:15
545722,1202,Withdrawal,325.12,2023-10-08 17:18:23
903339,1202,Credit,295.78,2023-12-16 23:29:55
246022,1202,Transfer,286.9,2023-11-29 19:01:47
727909,3985,Deposit,308.8,2024-02-17 21:34:14
690003,3985,Deposit,52.51,2024-07-13 03:55:29
103048,3985,Transfer,179.07,2024-04-02 14:44:20
779811,3985,Transfer,276.19,2024-01-12 21:33:39
388828,3985,Transfer,139.1,2023-09-29 21:01:38
224067,2491,Deposit,56.85,2024-05-16 19:58:51
384218,2491,Credit,138.38,2023-09-14 22:23:44
137571,14,Deposit,86.76,2024-04-04 18:44:11
719659,14,Transfer,59.26,2023-07-05 12:42:40
290822,2148,Transfer,556.85,2023-10-29 21:55:59
371208,2148,Withdrawal,308.17,2023-07-19 20:50:39
619647,2148,Withdrawal,635.85,2023-03-23 12:19:32
829093,2148,Credit,309.38,2024-07-11 22:19:37
656516,3243,Credit,558.76,2023-05-15 19:15:32
146182,3243,Withdrawal,860.37,2024-03-10 12:36:11
787120,3243,Withdrawal,415.66,2024-08-23 04:30:42
681874,3243,Credit,66.68,2023-07-19 09:02:51
268522,3243,Deposit,632.54,2024-06-09 08:24:42
549232,1496,Credit,946.87,2023-11-19 04:22:49
163343,1496,Credit,795.59,2024-09-26 03:08:57
552592,1511,Credit,182.54,2024-10-25 08:23:12
298573,1511,Transfer,104.28,2023-05-13 17:49:13
234943,235,Withdrawal,220.7,2023-10-07 16:13:01
632427,235,Credit,21.29,2023-10-29 23:24:13
601812,460,Withdrawal,186.73,2024-05-14 02:15:02
522301,460,Credit,239.91,2023-12-31 14:30:49
407097,209,Withdrawal,45.45,2024-02-02 16:59:21
114040,3756,Deposit,387.3,2023-05-23 02:50:34
369956,3756,Deposit,360.57,2023-12-02 17:28:27
399974,3756,Transfer,174.54,2023-07-01 07:49:37
603667,3756,Transfer,344.51,2024-03-10 06:09:03
761611,3686,Withdrawal,349.68,2024-03-24 17:36:35
178469,3686,Transfer,131.26,2024-07-27 03:55:12
246451,3686,Credit,335.02,2024-05-19 18:50:01
539147,452,Withdrawal,97.82,2023-01-07 14:24:16
747268,351,Transfer,116.6,2024-09-19 06:04:14
467562,1975,Transfer,294.96,2023-05-24 05:41:43
440108,1975,Deposit,224.63,2024-02-28 06:08:20
281175,1735,Transfer,344.88,2024-03-28 19:54:00
473373,1784,Transfer,2.0,2024-05-02 19:55:12
591678,1454,Transfer,299.99,2024-07-24 23:02:06
317348,829,Deposit,1305.49,2024-06-05 11:33:48
659587,829,Deposit,1162.01,2023-04-18 20:52:36
390498,829,Withdrawal,575.59,2024-01-07 05:42:07
696696,829,Withdrawal,1524.02,2024-05-13 16:24:43
260398,829,Credit,1850.14,2024-02-13 15:29:14
874615,829,Credit,873.03,2023-09-05 18:44:05
827367,1325,Transfer,168.69,2024-08-16 03:44:00
954598,1325,Withdrawal,71.21,2023-03-09 15:10:48
467366,1325,Deposit,231.35,2023-03-16 05:21:10
155456,1906,Transfer,827.74,2024-03-21 10:25:10
303283,1906,Deposit,282.81,2024-09-11 05:21:36
335034,1906,Transfer,466.38,2023-10-13 07:19:42
169557,377,Credit,118.94,2023-10-09 21:19:38
109725,1590,Credit,611.29,2024-09-30 07:14:30
842908,2518,Withdrawal,224.4,2023-01-27 00:09:26
845430,2819,Transfer,269.23,2024-11-26 18:25:14
201659,2819,Withdrawal,560.14,2024-12-09 02:58:48
244276,827,Transfer,690.04,2024-02-27 02:34:54
282475,827,Transfer,475.5,2024-07-10 21:57:53
804496,827,Withdrawal,276.26,2023-09-16 15:17:09
522146,827,Deposit,265.77,2023-10-24 01:56:09
494507,2997,Credit,257.49,2023-05-30 19:01:46
196479,2997,Deposit,405.34,2023-09-24 10:15:22
560759,2997,Deposit,37.69,2023-11-30 18:00:37
918311,2558,Credit,439.73,2024-02-15 12:09:44
682150,3053,Deposit,144.85,2024-12-09 16:18:35
358303,3053,Deposit,114.84,2024-02-27 21:51:34
625742,3053,Credit,151.61,2024-10-16 10:58:39
388894,3053,Withdrawal,261.32,2024-12-28 21:47:45
497341,1983,Withdrawal,879.38,2023-06-23 13:35:25
971209,2343,Withdrawal,171.89,2023-03-14 10:11:36
194486,2343,Transfer,378.08,2023-08-11 00:21:35
869074,2343,Credit,84.6,2023-11-04 00:08:53
933546,3701,Transfer,2061.78,2024-04-27 12:25:48
510169,3701,Deposit,1215.33,2023-08-28 12:59:11
416536,3701,Withdrawal,1151.36,2023-05-18 07:52:31
880568,3701,Transfer,2.0,2023-12-19 13:31:15
490800,2643,Credit,115.98,2023-09-07 04:44:26
701155,2643,Transfer,336.19,2023-04-23 13:48:58
268983,2643,Withdrawal,210.95,2024-08-18 19:17:43
183440,2643,Deposit,435.0,2023-09-07 12:40:08
908448,2156,Credit,263.18,2024-01-05 00:33:06
334386,744,Withdrawal,827.48,2023-03-23 12:17:36
971500,744,Credit,531.95,2023-04-17 23:34:21
603902,744,Transfer,563.69,2024-02-07 23:31:16
603153,2261,Deposit,499.65,2023-07-10 05:20:38
827262,2261,Withdrawal,771.46,2024-07-12 09:13:54
227882,2261,Transfer,481.54,2024-11-27 15:09:08
172026,2261,Deposit,515.66,2024-01-26 16:51:24
874121,1137,Credit,262.41,2023-02-25 17:42:31
663427,1717,Credit,365.67,2024-04-25 22:20:08
170582,1717,Deposit,125.24,2024-03-09 21:51:29
961257,1717,Withdrawal,397.38,2024-08-23 16:31:13
282352,1316,Credit,319.91,2023-10-27 03:24:09
738126,3546,Transfer,510.09,2024-06-22 05:16:43
865373,3546,Transfer,368.49,2024-05-18 11:36:54
972357,3546,Credit,511.49,2024-08-01 14:21:22
126119,3546,Credit,410.98,2023-11-05 12:12:21
749293,3546,Withdrawal,584.69,2023-10-04 11:00:17
811199,2953,Deposit,1017.75,2024-09-26 18:25:59
451608,2953,Deposit,896.72,2024-11-09 15:35:45
376569,2953,Withdrawal,2.0,2023-07-11 05:43:12
646940,1741,Deposit,1014.53,2024-01-07 19:43:01
487979,1741,Transfer,495.51,2023-08-22 17:56:28
687305,1741,Withdrawal,685.82,2023-02-25 02:35:11
196532,1741,Credit,939.93,2023-06-17 13:10:02
764131,811,Transfer,339.56,2024-08-03 02:42:01
451414,811,Credit,2.0,2024-02-13 05:20:58
129875,1998,Withdrawal,349.47,2024-07-03 20:42:26
615205,1998,Transfer,383.12,2023-05-28 10:25:08
323286,1998,Transfer,370.58,2024-05-29 06:05:35
874829,279,Deposit,41.53,2024-05-04 13:58:07
582973,990,Withdrawal,117.03,2024-10-08 05:06:09
507033,990,Transfer,275.25,2023-07-17 22:52:10
487490,990,Transfer,139.26,2023-06-24 15:45:39
380148,2120,Withdrawal,586.94,2023-02-16 12:55:53
863158,2108,Credit,258.2,2024-07-06 03:57:11
443459,2108,Credit,770.34,2024-07-31 16:13:28
745770,2108,Deposit,468.14,2024-03-16 22:39:16
244934,2108,Transfer,369.15,2024-03-27 08:55:13
348448,2108,Deposit,70.54,2023-11-04 00:30:13
545648,2386,Credit,2.0,2023-01-03 04:12:24
191288,2386,Credit,457.61,2024-08-25 09:45:51
853381,3296,Withdrawal,479.76,2023-12-04 20:08:48
906692,3073,Withdrawal,1577.3,2024-08-31 15:52:37
183337,3073,Transfer,1232.93,2024-12-10 05:07:02
939400,434,Deposit,94.2,2023-11-21 10:07:35
937981,3346,Transfer,439.14,2023-11-05 10:18:40
162985,150,Credit,130.78,2023-10-07 02:58:01
999604,1692,Deposit,349.76,2023-04-09 00:01:12
617103,1692,Credit,426.81,2023-04-22 05:00:38
772165,1692,Credit,452.13,2024-09-16 11:02:29
475842,1692,Credit,90.0,2024-02-01 08:53:32
450969,491,Credit,85.28,2024-05-20 14:37:20
299724,3906,Credit,104.11,2023-08-24 20:20:02
604957,3906,Credit,20.93,2023-03-06 09:44:45
740205,3906,Withdrawal,2.0,2023-03-08 11:43:36
669363,3906,Deposit,174.24,2024-11-28 02:54:02
578771,1669,Transfer,362.59,2024-12-16 11:45:57
639077,1669,Withdrawal,505.46,2023-06-19 16:43:00
743724,1669,Credit,356.76,2024-01-13 07:20:34
631054,1669,Deposit,107.83,2024-08-12 09:50:01
643956,2616,Transfer,474.67,2024-08-06 02:06:17
267686,2616,Deposit,769.27,2024-07-23 11:14:14
468761,2616,Transfer,348.92,2023-11-06 07:19:53
161878,2616,Credit,827.8,2023-02-16 03:36:07
322440,3489,Credit,494.42,2024-09-07 05:44:15
757208,3489,Deposit,533.53,2023-01-31 19:22:38
388633,343,Transfer,82.49,2024-07-19 14:00:25
478663,343,Deposit,261.0,2023-04-20 06:34:10
593535,3617,Credit,546.35,2023-08-26 12:00:44
428997,3617,Credit,800.95,2024-04-04 04:37:31
325137,1295,Credit,288.14,2024-02-19 20:45:58
751498,1295,Transfer,436.66,2024-05-19 15:41:07
239008,1295,Withdrawal,949.95,2024-07-14 04:35:44
734740,344,Credit,90.22,2023-06-27 16:58:54
715994,344,Withdrawal,105.77,2024-04-22 21:44:08
782862,344,Withdrawal,45.05,2024-04-25 03:51:20
343764,1806,Credit,390.18,2024-06-27 22:50:50
475186,1806,Transfer,521.1,2024-03-14 14:06:12
305593,1519,Credit,1014.05,2023-04-29 17:12:31
968644,1014,Withdrawal,205.87,2023-08-27 14:53:49
663345,1014,Transfer,570.34,2024-10-19 10:15:56
840468,3807,Deposit,197.66,2023-04-04 22:11:16
216677,3807,Transfer,558.32,2024-03-23 00:36:23
607725,3807,Deposit,599.84,2023-11-29 03:27:02
509161,3807,Credit,607.73,2024-11-20 08:14:38
899974,3807,Deposit,568.19,2023-08-14 05:58:39
299439,3807,Withdrawal,438.03,2023-11-30 07:09:49
852203,3540,Transfer,467.89,2023-04-03 00:50:30
579265,421,Credit,2.0,2024-01-09 09:56:15
907097,320,Deposit,34.94,2024-06-05 11:27:38
613613,917,Withdrawal,318.91,2024-12-20 13:34:16
884277,3881,Transfer,467.79,2023-07-11 09:30:29
972881,3881,Transfer,481.51,2024-11-15 12:15:53
796222,3881,Transfer,208.74,2023-06-27 05:18:33
947501,3881,Credit,443.56,2023-10-07 04:39:12
176742,1644,Withdrawal,244.96,2023-03-04 05:17:27
946769,2910,Withdrawal,311.7,2023-06-07 02:31:46
645043,2910,Deposit,164.7,2023-11-26 09:09:18
581106,2910,Credit,358.53,2023-06-19 21:58:42
102425,2232,Transfer,716.61,2024-02-14 05:24:06
302936,2232,Transfer,572.34,2023-07-27 03:12:33
516025,2232,Transfer,391.94,2023-12-26 02:51:26
590457,2162,Deposit,156.2,2024-06-22 08:50:06
497501,2162,Withdrawal,122.94,2024-01-31 00:32:41
424798,2162,Credit,109.01,2023-02-08 09:28:33
267334,1394,Withdrawal,135.67,2024-10-18 18:09:36
153051,1394,Withdrawal,72.47,2024-06-21 10:10:37
705944,1394,Withdrawal,138.86,2023-04-20 11:33:00
166066,1394,Credit,262.84,2023-01-19 09:18:19
616524,1394,Deposit,71.59,2023-03-15 07:54:08
382027,2267,Withdrawal,305.09,2024-06-06 16:07:47
717477,2267,Withdrawal,172.13,2023-03-31 01:14:19
611046,3941,Credit,1044.63,2024-11-17 23:10:13
900082,3522,Withdrawal,984.58,2024-04-22 00:46:58
674008,3522,Deposit,838.52,2023-06-15 19:23:14
558824,3522,Transfer,669.21,2023-01-07 20:10:04
114017,3568,Credit,542.61,2023-09-19 07:05:51
828089,3568,Credit,416.95,2024-03-25 16:40:06
822327,401,Deposit,88.53,2023-07-02 20:21:49
557001,401,Credit,69.58,2023-08-05 06:10:11
745388,401,Credit,46.86,2023-10-17 13:05:29
230415,832,Transfer,52.86,2023-05-31 22:44:52
518172,832,Credit,87.04,2024-08-26 05:00:32
489633,832,Transfer,182.83,2023-11-15 10:11:24
417276,3914,Transfer,150.41,2023-05-21 12:53:57
497592,1348,Transfer,165.96,2023-07-29 14:55:55
680034,1348,Credit,447.42,2024-07-16 11:00:12
267170,1348,Withdrawal,501.84,2023-04-30 21:58:29
260874,1348,Credit,577.68,2024-11-02 19:03:18
341523,1348,Deposit,318.17,2023-02-15 03:40:25
592193,3988,Credit,132.06,2023-06-12 01:47:57
601267,3988,Deposit,6.17,2024-07-18 10:54:35
193446,3988,Withdrawal,164.85,2023-01-28 06:06:41
474595,3988,Credit,247.21,2024-09-18 05:42:15
567792,1372,Credit,154.17,2024-12-07 18:30:25
931336,1372,Withdrawal,237.5,2023-11-23 23:48:05
976532,3444,Transfer,97.79,2023-01-18 04:42:53
840565,3444,Credit,257.89,2023-02-06 08:44:09
233306,3444,Transfer,192.96,2024-03-30 19:02:56
462514,2200,Transfer,489.33,2023-04-20 23:33:12
738294,2200,Transfer,976.69,2023-08-08 18:51:37
996258,2200,Transfer,509.86,2023-09-11 07:45:08
986949,2200,Withdrawal,1788.83,2023-02-27 01:00:24
714915,2200,Transfer,1542.74,2023-09-21 21:16:58
550204,3427,Deposit,93.64,2023-07-21 06:52:23
834029,3427,Transfer,161.73,2024-05-18 14:07:28
726674,3427,Credit,643.08,2023-10-11 07:00:51
174655,3427,Credit,141.73,2024-08-26 22:55:47
215477,3427,Credit,140.68,2024-04-16 18:51:09
611380,160,Deposit,64.18,2023-02-12 17:37:06
852516,160,Transfer,146.62,2024-10-11 01:43:06
180812,160,Deposit,77.16,2023-07-23 21:45:43
540353,2752,Withdrawal,430.01,2024-08-27 22:49:40
919602,2752,Withdrawal,740.64,2024-05-16 17:56:27
577707,1292,Credit,647.65,2024-04-21 15:48:06
250443,1292,Deposit,990.11,2023-11-17 22:00:27
541321,1292,Deposit,864.95,2024-07-07 19:41:48
591342,1699,Withdrawal,543.76,2023-12-01 08:34:15
790978,750,Deposit,802.72,2024-11-21 18:09:35
960255,750,Transfer,492.54,2024-10-07 16:00:06
719165,2736,Credit,396.9,2023-02-07 02:38:56
804685,1727,Transfer,210.48,2024-04-18 21:53:47
413879,1727,Deposit,108.23,2023-12-19 08:50:17
153876,1727,Withdrawal,594.22,2024-01-23 03:54:02
671440,1727,Deposit,340.51,2024-03-09 01:37:45
171949,521,Withdrawal,71.95,2024-05-07 09:09:09
635283,1555,Withdrawal,216.76,2024-06-18 10:06:32
626615,1555,Transfer,171.08,2024-01-23 22:36:37
443874,1503,Withdrawal,35.56,2024-04-27 10:05:39
750197,1503,Withdrawal,332.62,2024-07-31 07:13:45
495945,1503,Transfer,268.29,2023-07-09 08:30:37
228443,1677,Withdrawal,320.39,2023-08-14 16:08:47
136430,1677,Deposit,442.74,2023-03-06 02:59:06
247233,1677,Withdrawal,325.05,2024-08-26 07:38:00
330628,1677,Deposit,108.16,2023-01-14 04:14:53
598674,1795,Transfer,206.6,2023-03-05 19:51:15
273278,1795,Withdrawal,220.87,2024-04-13 18:13:03
655692,72,Transfer,46.85,2024-07-21 10:36:23
931262,2596,Credit,856.05,2023-09-30 12:50:07
367014,2596,Transfer,1015.45,2024-11-07 15:22:36
419627,3525,Withdrawal,396.36,2023-04-23 04:47:39
795344,3525,Transfer,283.23,2024-11-21 15:21:24
809306,3525,Credit,191.18,2024-07-03 03:20:04
385993,252,Deposit,120.36,2023-12-05 16:01:30
750252,3407,Credit,1764.59,2023-10-25 13:04:10
393212,3407,Credit,2566.27,2024-07-31 19:08:55
680979,3407,Transfer,1511.17,2023-06-05 18:48:35
873740,3407,Transfer,937.83,2024-09-25 15:07:35
996714,3407,Deposit,1382.54,2023-12-06 02:34:26
653969,152,Withdrawal,124.27,2024-08-13 17:04:30
943908,3509,Withdrawal,39.93,2024-04-16 20:44:15
443920,3509,Withdrawal,231.28,2024-03-27 20:25:17
934342,3509,Transfer,223.77,2024-04-07 04:00:26
458732,3911,Transfer,503.07,2024-11-14 15:27:44
