loan_id,customer_id,loan_amount,loan_purpose,due_date,paid_off_date
1292,1896,25000.0,debt_consolidation,2027-07-18,2024-05-07
1293,145,5500.0,credit_card,2026-01-27,2024-10-21
1294,723,20800.0,debt_consolidation,2026-04-23,
1295,601,6000.0,debt_consolidation,2027-11-04,2024-04-08
1296,3261,2500.0,debt_consolidation,2027-11-14,2024-07-02
1297,3466,5000.0,debt_consolidation,2026-11-07,2024-04-26
1298,2003,18000.0,debt_consolidation,2027-10-30,2024-12-26
1299,2326,12000.0,housing-related,2026-08-26,2024-03-08
1300,719,8400.0,debt_consolidation,2026-08-21,2024-03-19
1301,2199,35000.0,debt_consolidation,2026-04-30,2024-09-08
1302,1150,15000.0,educational,2027-02-23,2024-04-22
1303,2017,8000.0,debt_consolidation,2027-03-31,2024-06-12
1304,220,6075.0,credit_card,2027-10-16,2024-05-19
1305,2675,6575.0,credit_card,2026-03-31,
1306,1841,3000.0,credit_card,2026-01-22,2024-09-26
1307,3207,1675.0,debt_consolidation,2026-09-02,2024-09-30
1308,90,25000.0,major_purchase,2027-11-09,2024-02-03
1309,124,2000.0,debt_consolidation,2026-11-08,
1310,1502,10000.0,debt_consolidation,2026-01-22,
1311,1167,3000.0,debt_consolidation,2026-09-18,2024-07-01
1312,961,3500.0,vacation,2027-02-17,2024-05-24
1313,685,10000.0,debt_consolidation,2026-12-22,2024-08-05
1314,3089,12000.0,debt_consolidation,2027-05-14,2024-07-19
1315,2047,4800.0,housing-related,2027-09-02,
1316,1715,16000.0,debt_consolidation,2027-02-14,2024-02-27
1317,54,12000.0,debt_consolidation,2027-06-17,2024-02-12
1318,1696,28000.0,debt_consolidation,2026-08-29,
1319,2330,10000.0,credit_card,2027-03-30,
1320,1185,8000.0,debt_consolidation,2026-05-20,2024-09-18
1321,3036,2500.0,housing-related,2026-03-13,2024-09-23
1322,3431,9000.0,credit_card,2026-12-12,2024-04-04
1323,3549,5000.0,debt_consolidation,2026-03-28,
1324,2189,12000.0,debt_consolidation,2026-01-31,
1325,1592,14750.0,credit_card,2027-11-15,
1326,3988,6000.0,debt_consolidation,2026-10-02,2024-04-06
1327,2030,20000.0,other,2026-12-15,2024-12-02
1328,3513,3000.0,other,2026-09-05,
1329,3308,15000.0,debt_consolidation,2026-03-03,
1330,1881,12000.0,small_business,2027-07-20,2024-12-26
1331,1590,4550.0,debt_consolidation,2027-11-04,2024-06-29
1332,3351,20000.0,debt_consolidation,2026-04-10,2024-07-04
1333,3341,10050.0,other,2027-05-13,2024-09-08
1334,3441,9000.0,debt_consolidation,2027-11-27,2024-12-31
1335,3400,12250.0,debt_consolidation,2027-02-27,
1336,2188,25000.0,car,2027-09-10,
1337,1494,5000.0,other,2026-12-31,2024-08-19
1338,376,18000.0,debt_consolidation,2026-12-10,2024-10-18
1339,2037,35000.0,debt_consolidation,2026-11-04,
1340,301,15000.0,debt_consolidation,2026-09-06,2024-08-02
1341,2973,7200.0,debt_consolidation,2027-12-16,
1342,1678,7500.0,debt_consolidation,2027-11-20,
1343,2138,15000.0,debt_consolidation,2027-05-27,2024-05-11
1344,780,10000.0,debt_consolidation,2026-09-25,2024-08-27
1345,3929,5000.0,credit_card,2026-10-15,2024-11-20
1346,2514,5000.0,credit_card,2026-12-12,2024-04-23
1347,434,5000.0,debt_consolidation,2027-01-06,2024-08-28
1348,3168,15000.0,debt_consolidation,2026-12-31,2024-03-14
1349,3176,18000.0,credit_card,2026-10-29,2024-09-14
1350,3386,7500.0,debt_consolidation,2026-01-01,
1351,1368,20000.0,debt_consolidation,2027-02-03,2024-07-03
1352,2342,2575.0,debt_consolidation,2026-04-18,2024-09-06
1353,15,7675.0,debt_consolidation,2027-06-13,2024-12-16
1354,969,18000.0,debt_consolidation,2027-12-22,
1355,2344,21000.0,debt_consolidation,2027-03-23,2024-02-24
1356,3427,6000.0,debt_consolidation,2026-01-23,
1357,2637,9175.0,debt_consolidation,2027-11-23,
1358,2080,15250.0,major_purchase,2027-03-01,
1359,951,7200.0,car,2026-08-24,2024-04-08
1360,3650,10000.0,debt_consolidation,2026-09-21,
1361,1422,12800.0,housing-related,2026-01-13,
1362,2478,15000.0,debt_consolidation,2027-11-08,2024-11-19
1363,3298,10000.0,debt_consolidation,2026-06-23,2024-02-15
1364,1202,11875.0,credit_card,2026-02-12,2024-09-26
1365,169,9000.0,debt_consolidation,2026-07-07,
1366,3500,15400.0,debt_consolidation,2026-05-04,
1367,1589,7500.0,debt_consolidation,2027-04-11,2024-10-19
1368,3296,3000.0,credit_card,2027-02-01,2024-11-07
1369,464,6400.0,housing-related,2027-11-26,
1370,2591,10000.0,credit_card,2026-06-30,2024-08-25
1371,2169,4000.0,credit_card,2026-07-21,2024-08-25
1372,2738,15800.0,debt_consolidation,2026-04-14,2024-03-18
1373,571,7500.0,debt_consolidation,2027-04-05,
1374,254,7275.0,credit_card,2027-06-16,
1375,3319,25000.0,debt_consolidation,2026-07-18,
1376,2851,4225.0,debt_consolidation,2027-03-08,2024-10-12
1377,3580,4800.0,credit_card,2027-09-12,2024-10-16
1378,499,11575.0,other,2026-09-23,2024-08-08
1379,3037,9000.0,housing-related,2027-03-09,2024-11-26
1380,1389,8000.0,small_business,2027-09-29,2024-01-23
1381,1365,31500.0,debt_consolidation,2027-10-26,
1382,2646,6775.0,debt_consolidation,2027-06-19,2024-01-29
1383,2955,12000.0,other,2026-11-28,2024-04-02
1384,2002,6200.0,debt_consolidation,2026-11-24,
1385,720,25000.0,housing-related,2026-06-26,
1386,740,3000.0,credit_card,2026-09-05,2024-12-12
1387,2143,5000.0,debt_consolidation,2026-01-07,2024-03-02
1388,2100,8525.0,debt_consolidation,2027-09-10,2024-09-04
1389,2277,7500.0,credit_card,2027-06-20,2024-02-13
1390,327,10000.0,credit_card,2026-01-16,2024-10-19
1391,86,7500.0,wedding,2027-07-23,2024-05-15
1392,2532,,major_purchase,2027-03-23,
1393,943,9600.0,credit_card,2027-01-23,2024-01-11
1394,557,3000.0,debt_consolidation,2027-06-05,
1395,1637,18225.0,debt_consolidation,2027-04-21,2024-11-09
1396,3119,7000.0,housing-related,2027-03-04,2024-07-23
1397,2792,9600.0,debt_consolidation,2026-04-23,2024-04-22
1398,2300,3225.0,debt_consolidation,2026-12-05,
1399,552,15000.0,credit_card,2026-10-05,
1400,371,24000.0,debt_consolidation,2026-05-28,2024-03-01
1401,2210,16000.0,debt_consolidation,2027-04-03,
1402,1353,20000.0,housing-related,2026-02-08,2024-12-02
1403,1480,1450.0,debt_consolidation,2026-08-12,2024-10-20
1404,473,8325.0,debt_consolidation,2027-02-11,2024-03-27
1405,3476,9000.0,debt_consolidation,2026-02-23,
1406,3584,12000.0,debt_consolidation,2027-09-12,2024-02-07
1407,408,10000.0,debt_consolidation,2026-04-06,2024-03-29
1408,374,12000.0,debt_consolidation,2027-07-13,
1409,3294,15000.0,major_purchase,2027-10-06,
1410,806,15000.0,car,2027-12-01,2024-12-07
1411,881,5400.0,debt_consolidation,2026-03-05,
1412,2149,10000.0,debt_consolidation,2027-02-28,2024-09-18
1413,1222,25450.0,other,2027-01-29,
1414,556,12000.0,major_purchase,2026-10-21,
1415,2099,16000.0,debt_consolidation,2026-02-15,
1416,3072,12000.0,credit_card,2027-03-14,
1417,3977,14000.0,debt_consolidation,2026-03-20,
1418,231,,debt_consolidation,2026-12-12,
1419,2595,6000.0,other,2026-04-12,2024-09-29
1420,3906,4500.0,debt_consolidation,2027-05-12,2024-05-21
1421,1708,5000.0,debt_consolidation,2027-04-23,2024-09-28
1422,1217,21250.0,debt_consolidation,2027-04-28,2024-12-13
1423,1796,24575.0,other,2026-02-22,
1424,427,28000.0,debt_consolidation,2027-11-08,
1425,1803,6000.0,credit_card,2026-08-03,2024-03-13
1426,2267,12000.0,debt_consolidation,2027-11-18,
1427,199,13000.0,debt_consolidation,2026-11-01,2024-01-15
1428,589,9450.0,other,2026-07-10,2024-07-01
1429,931,20700.0,other,2026-07-08,
1430,184,9000.0,credit_card,2027-09-22,
1431,3462,10000.0,debt_consolidation,2026-11-11,2024-01-04
1432,1283,12000.0,debt_consolidation,2026-12-23,2024-08-09
1433,3510,9000.0,credit_card,2026-02-04,2024-01-15
1434,2978,20000.0,other,2027-01-22,2024-08-19
1435,1863,1675.0,housing-related,2026-02-11,2024-05-11
1436,3074,2000.0,credit_card,2026-12-29,2024-01-19
1437,2691,12700.0,credit_card,2026-11-12,
1438,2354,10800.0,debt_consolidation,2026-01-17,2024-03-27
1439,503,10000.0,housing-related,2027-08-03,2024-11-01
1440,1201,3600.0,debt_consolidation,2027-04-22,2024-11-25
1441,3896,24250.0,debt_consolidation,2026-04-11,
1442,2674,21000.0,debt_consolidation,2027-10-27,2024-01-27
1443,1583,24000.0,debt_consolidation,2026-09-10,
1444,2444,32000.0,debt_consolidation,2026-04-03,2024-10-25
1445,2446,8000.0,credit_card,2026-08-12,2024-04-20
1446,3203,24000.0,debt_consolidation,2027-08-12,
1447,3870,17500.0,debt_consolidation,2027-10-06,2024-04-19
1448,198,16800.0,wedding,2026-09-30,
1449,1813,14400.0,debt_consolidation,2027-07-07,
1450,1008,24000.0,housing-related,2027-07-04,2024-06-22
1451,803,8000.0,debt_consolidation,2026-01-07,2024-11-20
1452,282,19600.0,debt_consolidation,2026-02-25,2024-11-18
1453,171,12800.0,debt_consolidation,2026-09-28,
1454,2862,17500.0,other,2027-06-03,2024-08-29
1455,730,20000.0,debt_consolidation,2026-02-08,2024-02-28
1456,3833,20000.0,housing-related,2026-10-16,2024-03-28
1457,1300,8800.0,housing-related,2026-05-12,2024-07-27
1458,603,10000.0,debt_consolidation,2027-04-01,2024-12-14
1459,2865,8875.0,debt_consolidation,2027-07-15,2024-06-06
1460,471,3000.0,debt_consolidation,2026-10-05,2024-11-10
1461,2064,3200.0,credit_card,2027-03-19,2024-03-07
1462,3230,32000.0,small_business,2027-08-09,
1463,1608,5400.0,debt_consolidation,2026-04-06,
1464,947,7200.0,debt_consolidation,2026-05-27,2024-09-15
1465,3174,21000.0,debt_consolidation,2026-08-26,2024-04-06
1466,822,10000.0,medical,2027-09-11,
1467,2145,8000.0,debt_consolidation,2027-02-07,2024-07-17
1468,561,16000.0,debt_consolidation,2027-01-24,
1469,2105,10000.0,credit_card,2026-11-05,
1470,1184,6000.0,debt_consolidation,2026-01-24,2024-06-09
1471,681,10000.0,debt_consolidation,2026-04-12,2024-07-29
1472,3068,12000.0,debt_consolidation,2027-07-09,
1473,2377,25000.0,debt_consolidation,2026-08-13,2024-01-04
1474,3596,21850.0,other,2026-11-09,2024-09-13
1475,1125,7200.0,debt_consolidation,2026-10-23,
1476,763,9000.0,debt_consolidation,2026-05-30,
1477,440,8000.0,other,2027-11-27,
1478,3941,3000.0,medical,2027-03-30,2024-09-18
1479,1907,18000.0,credit_card,2026-09-19,2024-04-12
1480,640,5000.0,housing-related,2026-09-21,2024-10-12
1481,977,10050.0,other,2026-08-22,
1482,2711,25000.0,housing-related,2026-11-09,2024-05-04
1483,3337,18000.0,debt_consolidation,2027-10-13,2024-12-29
1484,2906,31825.0,other,2026-05-11,
1485,1633,6000.0,housing-related,2027-12-04,2024-09-29
1486,113,20800.0,debt_consolidation,2026-04-28,2024-03-18
1487,2720,4800.0,major_purchase,2026-12-13,2024-04-30
1488,2466,2500.0,credit_card,2027-03-19,
1489,1848,5000.0,debt_consolidation,2026-09-04,
1490,1732,10000.0,debt_consolidation,2026-08-30,2024-07-16
1491,871,10000.0,debt_consolidation,2026-05-29,
1492,3320,24000.0,debt_consolidation,2026-01-09,2024-09-16
1493,3137,32000.0,housing-related,2026-05-29,2024-11-04
1494,3555,7200.0,credit_card,2026-05-27,2024-08-10
1495,1266,35000.0,housing-related,2027-06-03,2024-04-19
1496,1408,25000.0,educational,2026-09-15,2024-12-16
1497,3269,24500.0,debt_consolidation,2026-11-30,
1498,3496,6950.0,debt_consolidation,2027-09-17,2024-07-20
1499,2684,7200.0,other,2027-09-18,2024-05-14
1500,1067,15000.0,housing-related,2026-11-17,2024-02-01
1501,1942,20000.0,credit_card,2026-03-19,
1502,872,12000.0,debt_consolidation,2027-02-09,
1503,1219,8000.0,other,2026-08-05,
1504,1374,7500.0,debt_consolidation,2027-12-04,
1505,737,15000.0,credit_card,2027-05-11,2024-01-18
1506,1724,15000.0,debt_consolidation,2026-04-03,2024-05-04
1507,3237,4800.0,housing-related,2026-08-15,
1508,1055,15000.0,credit_card,2027-03-27,
1509,2077,1950.0,debt_consolidation,2027-04-09,
1510,3603,10000.0,credit_card,2026-07-03,
1511,2043,17000.0,debt_consolidation,2026-06-26,
1512,683,18000.0,debt_consolidation,2026-04-20,2024-11-24
1513,1223,15000.0,debt_consolidation,2027-12-08,
1514,3331,4950.0,debt_consolidation,2026-08-21,
1515,1931,11500.0,credit_card,2027-08-21,2024-03-14
1516,322,12000.0,other,2026-08-15,
1517,1338,15000.0,debt_consolidation,2026-08-25,2024-05-27
1518,413,14000.0,other,2026-01-26,
1519,3859,16000.0,debt_consolidation,2026-05-20,
1520,1477,9000.0,small_business,2026-05-03,
1521,236,11000.0,credit_card,2026-08-13,2024-02-06
1522,905,21000.0,small_business,2026-04-28,2024-06-11
1523,2585,12000.0,other,2027-01-06,2024-05-18
1524,446,8000.0,credit_card,2027-12-12,2024-12-01
1525,1274,10000.0,debt_consolidation,2026-12-18,2024-06-15
1526,21,6000.0,debt_consolidation,2026-05-24,2024-09-08
1527,2275,3000.0,debt_consolidation,2027-08-21,2024-08-24
1528,65,6000.0,debt_consolidation,2026-08-20,
1529,2883,3600.0,housing-related,2026-06-29,2024-04-15
1530,938,8500.0,debt_consolidation,2027-11-29,2024-12-31
1531,313,12100.0,credit_card,2026-10-08,
1532,3964,20000.0,housing-related,2026-08-16,
1533,1062,7275.0,debt_consolidation,2027-11-20,
1534,3768,15000.0,housing-related,2027-04-04,
1535,273,7200.0,debt_consolidation,2026-10-30,2024-09-19
1536,3087,8000.0,debt_consolidation,2026-08-10,2024-07-04
1537,1367,6000.0,car,2027-07-02,
1538,1751,3800.0,credit_card,2026-04-11,
1539,534,3000.0,vacation,2026-03-22,
1540,2605,12250.0,other,2027-03-09,
1541,3077,25000.0,debt_consolidation,2026-05-30,2024-07-02
1542,2504,8000.0,major_purchase,2026-12-08,
1543,3796,10000.0,debt_consolidation,2026-09-04,2024-03-30
1544,1379,8000.0,other,2027-09-18,2024-05-09
1545,3710,7500.0,debt_consolidation,2027-06-30,
1546,702,18000.0,credit_card,2027-03-10,2024-11-25
1547,3487,5000.0,credit_card,2026-02-20,2024-07-12
1548,1318,5500.0,debt_consolidation,2027-07-18,
1549,1758,6000.0,car,2027-05-03,2024-06-12
1550,156,10000.0,debt_consolidation,2026-05-08,
1551,2384,2400.0,major_purchase,2027-01-29,2024-09-06
1552,986,10000.0,debt_consolidation,2027-04-25,
1553,697,24175.0,credit_card,2026-11-11,2024-05-24
1554,1770,10000.0,other,2026-08-05,
1555,2921,6950.0,vacation,2026-06-03,2024-10-27
1556,2094,10000.0,small_business,2027-04-04,2024-03-02
1557,3062,3250.0,debt_consolidation,2026-01-28,2024-03-29
1558,1155,9250.0,debt_consolidation,2027-08-23,
1559,221,4000.0,debt_consolidation,2026-10-06,
1560,2575,9000.0,debt_consolidation,2027-12-13,2024-01-17
1561,334,19750.0,housing-related,2027-08-02,2024-04-11
1562,596,12000.0,credit_card,2027-03-07,
1563,2873,25000.0,debt_consolidation,2026-07-12,
1564,88,31825.0,housing-related,2026-02-14,2024-06-09
1565,3900,11200.0,debt_consolidation,2026-10-04,2024-11-03
1566,922,2500.0,credit_card,2026-08-29,2024-08-26
1567,1264,8400.0,housing-related,2026-03-12,2024-01-31
1568,1568,12000.0,debt_consolidation,2026-03-13,2024-03-04
1569,1877,6000.0,other,2026-05-20,2024-09-13
1570,1534,12000.0,credit_card,2026-10-06,2024-04-11
1571,1423,11000.0,debt_consolidation,2026-09-16,2024-04-24
1572,1295,16000.0,housing-related,2027-11-16,2024-01-03
1573,2840,10000.0,major_purchase,2026-03-09,
1574,3632,9600.0,credit_card,2027-09-23,2024-12-22
1575,1550,20000.0,other,2027-05-02,
1576,2911,10375.0,credit_card,2026-11-22,
1577,284,10000.0,debt_consolidation,2026-05-24,2024-04-02
1578,3758,3600.0,other,2026-05-23,
1579,3779,2000.0,debt_consolidation,2027-10-28,2024-04-11
1580,3543,3800.0,debt_consolidation,2026-12-05,2024-09-07
1581,3657,16800.0,debt_consolidation,2027-01-18,2024-06-28
1582,818,20000.0,credit_card,2026-05-17,2024-11-23
1583,2411,10000.0,debt_consolidation,2026-04-30,2024-04-28
1584,1226,25000.0,other,2027-08-26,
1585,2052,35000.0,debt_consolidation,2027-12-27,2024-05-12
1586,1260,20000.0,debt_consolidation,2026-11-22,
1587,3202,4800.0,other,2026-11-14,2024-10-25
1588,2859,24000.0,credit_card,2027-05-01,2024-02-28
1589,3095,14000.0,debt_consolidation,2027-12-21,2024-12-10
1590,2540,6400.0,debt_consolidation,2026-08-12,2024-10-27
1591,3251,28000.0,debt_consolidation,2027-03-30,2024-12-20
1592,1674,4000.0,debt_consolidation,2027-05-24,
1593,672,16000.0,debt_consolidation,2026-01-16,
1594,3305,8000.0,debt_consolidation,2026-06-28,2024-10-16
1595,1003,10000.0,debt_consolidation,2027-10-14,2024-01-03
1596,3454,1600.0,debt_consolidation,2027-07-15,2024-07-16
1597,3764,4825.0,credit_card,2026-10-28,2024-06-04
1598,151,12000.0,credit_card,2026-09-28,
1599,2975,6250.0,major_purchase,2027-01-11,
1600,3973,6000.0,debt_consolidation,2026-08-28,
1601,1376,16500.0,credit_card,2027-04-12,
1602,2279,7275.0,debt_consolidation,2027-07-16,2024-02-07
1603,3715,8575.0,credit_card,2027-06-15,2024-06-22
1604,2776,4500.0,wedding,2026-02-16,
1605,1448,16000.0,debt_consolidation,2026-12-09,2024-09-17
1606,2474,15000.0,debt_consolidation,2026-04-24,2024-07-27
1607,3855,4000.0,car,2027-03-08,2024-08-30
1608,348,20000.0,credit_card,2027-12-16,2024-12-21
1609,1624,14500.0,credit_card,2026-12-26,
1610,2589,20500.0,small_business,2027-10-29,2024-12-18
1611,3497,15000.0,credit_card,2026-08-23,
1612,2050,9500.0,debt_consolidation,2026-05-11,
1613,3595,7400.0,debt_consolidation,2027-11-13,2024-12-30
1614,1175,18000.0,debt_consolidation,2027-01-17,2024-06-03
1615,164,12000.0,debt_consolidation,2026-02-05,2024-06-03
1616,2318,15000.0,other,2027-04-18,
1617,127,18000.0,debt_consolidation,2026-08-06,2024-12-09
1618,110,5000.0,debt_consolidation,2026-09-12,
1619,3484,7500.0,debt_consolidation,2026-08-22,
1620,2745,6000.0,debt_consolidation,2026-11-15,2024-12-15
1621,576,2500.0,debt_consolidation,2026-04-28,
1622,1334,24000.0,debt_consolidation,2026-04-06,2024-01-29
1623,3893,14675.0,debt_consolidation,2027-11-28,2024-09-28
1624,1561,20000.0,credit_card,2027-12-12,
1625,391,32350.0,debt_consolidation,2026-09-08,
1626,3410,3600.0,debt_consolidation,2026-02-03,
1627,2826,6000.0,other,2026-10-12,2024-08-25
1628,512,4000.0,debt_consolidation,2027-12-27,
1629,3486,2500.0,major_purchase,2027-04-18,
1630,3218,4000.0,credit_card,2027-10-08,2024-02-03
1631,2625,9000.0,debt_consolidation,2026-12-23,2024-06-21
1632,188,2000.0,debt_consolidation,2027-10-29,2024-12-03
1633,3482,18000.0,other,2026-08-07,2024-06-18
1634,3728,11875.0,debt_consolidation,2027-03-11,2024-01-10
1635,2804,11400.0,credit_card,2027-08-20,
1636,2219,29000.0,debt_consolidation,2026-05-12,2024-04-24
1637,847,12000.0,debt_consolidation,2026-06-12,2024-05-03
1638,3059,3000.0,debt_consolidation,2026-07-05,2024-11-06
1639,1665,20800.0,housing-related,2027-12-17,
1640,2230,17000.0,credit_card,2026-01-17,2024-09-21
1641,3766,4800.0,debt_consolidation,2026-03-05,
1642,2811,7125.0,major_purchase,2027-01-30,2024-04-18
1643,1759,5600.0,debt_consolidation,2027-04-03,2024-10-30
1644,829,8000.0,debt_consolidation,2026-05-18,
1645,2518,10000.0,debt_consolidation,2027-07-13,2024-08-16
1646,2280,5000.0,debt_consolidation,2027-07-10,2024-04-21
1647,2659,10000.0,housing-related,2026-03-22,2024-06-03
1648,3871,10000.0,debt_consolidation,2026-09-08,2024-09-05
1649,3605,10000.0,debt_consolidation,2027-10-13,
1650,3919,16000.0,debt_consolidation,2027-04-30,
1651,115,18825.0,credit_card,2026-02-26,
1652,1599,8500.0,small_business,2027-08-23,
1653,1019,7300.0,credit_card,2027-04-15,
1654,1509,20000.0,credit_card,2026-09-22,2024-04-30
1655,1013,4800.0,debt_consolidation,2026-03-16,2024-12-04
1656,280,18000.0,credit_card,2027-02-20,2024-01-12
1657,3279,35000.0,debt_consolidation,2027-11-01,
1658,3843,9950.0,major_purchase,2026-03-09,
1659,105,23850.0,credit_card,2027-04-25,2024-10-14
1660,2089,5000.0,medical,2027-02-22,2024-07-03
1661,971,5000.0,credit_card,2027-04-12,2024-05-26
1662,56,5000.0,debt_consolidation,2026-03-19,2024-03-04
1663,865,20125.0,debt_consolidation,2026-04-06,
1664,1962,5375.0,debt_consolidation,2026-07-29,
1665,3360,14000.0,debt_consolidation,2027-04-17,
1666,3552,3500.0,other,2026-09-18,2024-07-04
1667,2565,10850.0,debt_consolidation,2027-05-17,2024-04-07
1668,858,3500.0,debt_consolidation,2027-09-12,
1669,1200,6000.0,vacation,2027-03-13,2024-09-04
1670,3225,6000.0,debt_consolidation,2027-05-06,2024-05-16
1671,2240,7000.0,credit_card,2026-04-22,
1672,3102,6000.0,debt_consolidation,2027-06-28,
1673,564,18000.0,debt_consolidation,2027-10-23,
1674,1997,6600.0,credit_card,2026-03-08,2024-01-09
1675,3231,19075.0,credit_card,2027-01-09,
1676,1689,24000.0,debt_consolidation,2027-03-19,
1677,2055,23500.0,debt_consolidation,2027-10-28,2024-07-23
1678,843,18000.0,credit_card,2026-05-10,
1679,2239,6000.0,debt_consolidation,2026-04-21,
1680,989,2200.0,debt_consolidation,2027-12-20,
1681,132,15000.0,debt_consolidation,2026-05-01,
1682,1066,6775.0,debt_consolidation,2027-11-05,2024-06-19
1683,3106,5000.0,credit_card,2026-10-02,2024-01-08
1684,3671,8000.0,other,2027-03-05,
1685,3566,5000.0,other,2027-01-15,
1686,731,15000.0,credit_card,2026-10-31,2024-08-18
1687,2907,4500.0,small_business,2026-03-16,
1688,340,15175.0,other,2026-07-07,2024-09-12
1689,2524,25225.0,car,2027-12-27,
1690,1515,6600.0,credit_card,2027-03-12,
1691,909,8000.0,debt_consolidation,2027-07-01,
1692,1846,14400.0,debt_consolidation,2026-11-26,
1693,1447,6250.0,credit_card,2027-04-02,2024-09-16
1694,496,4800.0,debt_consolidation,2027-07-13,
1695,2844,2075.0,debt_consolidation,2026-07-04,
1696,705,6900.0,debt_consolidation,2027-12-24,
1697,1007,22000.0,wedding,2027-05-04,2024-07-12
1698,1743,3000.0,debt_consolidation,2026-08-05,2024-08-27
1699,1263,5500.0,debt_consolidation,2026-03-02,2024-09-29
1700,2104,5000.0,debt_consolidation,2027-03-02,
1701,2617,3600.0,wedding,2026-10-21,2024-04-04
1702,176,18200.0,credit_card,2027-02-11,2024-03-25
1703,307,19400.0,debt_consolidation,2027-11-15,
1704,3200,9000.0,debt_consolidation,2026-10-11,
1705,306,8000.0,wedding,2027-05-08,
1706,111,16500.0,other,2026-05-29,
1707,647,18000.0,major_purchase,2027-07-04,2024-06-21
1708,3403,9750.0,housing-related,2027-03-20,
1709,2537,30000.0,housing-related,2027-11-11,
1710,618,24000.0,debt_consolidation,2026-02-06,2024-11-04
1711,1535,5000.0,debt_consolidation,2027-03-20,
1712,2222,10500.0,small_business,2026-03-09,2024-10-18
1713,3124,6000.0,debt_consolidation,2026-09-26,
1714,3185,21250.0,debt_consolidation,2027-04-09,2024-06-19
1715,3483,1500.0,credit_card,2026-03-18,2024-02-02
1716,2021,9000.0,wedding,2027-10-14,
1717,2117,27000.0,debt_consolidation,2026-04-12,
1718,1006,20800.0,debt_consolidation,2026-01-31,2024-08-21
1719,259,2100.0,small_business,2026-09-29,2024-04-04
1720,485,2500.0,credit_card,2026-06-27,2024-02-21
1721,907,10000.0,debt_consolidation,2026-12-07,2024-05-19
1722,2191,3200.0,credit_card,2026-08-27,2024-04-27
1723,356,6000.0,debt_consolidation,2027-11-26,2024-04-02
1724,3564,13600.0,debt_consolidation,2026-09-07,2024-10-18
1725,565,24000.0,credit_card,2027-02-26,
1726,885,4000.0,debt_consolidation,2026-05-22,
1727,2432,6000.0,debt_consolidation,2026-11-10,2024-12-25
1728,3683,15350.0,housing-related,2027-10-23,
1729,2913,4075.0,other,2027-02-08,2024-02-21
1730,3579,10375.0,housing-related,2026-08-27,2024-07-05
1731,1317,8500.0,credit_card,2027-11-15,
1732,2255,4000.0,other,2027-03-21,
1733,899,4800.0,housing-related,2026-06-25,2024-03-09
1734,1897,10000.0,debt_consolidation,2027-02-23,
1735,1384,7000.0,other,2026-06-03,2024-01-30
1736,3393,16800.0,wedding,2027-02-19,
1737,3776,20000.0,debt_consolidation,2027-08-01,
1738,3538,20000.0,housing-related,2027-01-07,2024-07-01
1739,2771,8000.0,debt_consolidation,2027-11-28,2024-07-11
1740,250,10000.0,credit_card,2026-04-14,2024-05-07
1741,3428,24000.0,debt_consolidation,2026-12-28,
1742,2609,7000.0,debt_consolidation,2027-08-31,2024-06-16
1743,3866,17000.0,debt_consolidation,2026-04-14,2024-11-14
1744,148,1400.0,credit_card,2027-06-25,2024-05-16
1745,1551,12500.0,housing-related,2026-07-31,
1746,3643,16450.0,debt_consolidation,2027-01-12,2024-02-18
1747,2629,16450.0,debt_consolidation,2027-08-21,2024-01-16
1748,128,10000.0,other,2026-08-20,
1749,727,14000.0,debt_consolidation,2027-11-08,
1750,2678,25000.0,other,2026-02-19,2024-09-28
1751,1702,35000.0,credit_card,2026-02-10,2024-07-05
1752,3662,1000.0,wedding,2027-05-15,
1753,3244,18225.0,debt_consolidation,2027-03-11,2024-10-10
1754,390,10000.0,credit_card,2026-09-06,
1755,3423,2200.0,vacation,2026-04-02,
1756,3807,5525.0,housing-related,2026-11-30,
1757,363,6000.0,educational,2026-10-19,2024-06-19
1758,1511,6000.0,debt_consolidation,2027-05-25,2024-06-26
1759,1906,10000.0,debt_consolidation,2026-08-27,2024-02-24
1760,3212,10000.0,debt_consolidation,2027-01-17,2024-09-08
1761,1302,17500.0,major_purchase,2026-03-23,2024-11-12
1762,2600,16000.0,debt_consolidation,2027-10-05,2024-11-16
1763,230,2000.0,debt_consolidation,2027-11-11,
1764,479,20000.0,debt_consolidation,2026-06-27,
1765,1092,15000.0,credit_card,2026-07-09,2024-06-17
1766,639,5600.0,debt_consolidation,2027-02-10,2024-11-02
1767,1620,6000.0,debt_consolidation,2026-04-30,
1768,1122,15000.0,debt_consolidation,2027-08-20,
1769,3195,17500.0,debt_consolidation,2027-04-08,
1770,3481,5000.0,debt_consolidation,2026-10-10,
1771,2525,10000.0,medical,2026-03-16,
1772,2408,20000.0,debt_consolidation,2026-02-15,
1773,2638,8400.0,debt_consolidation,2026-01-18,2024-11-14
1774,2896,9750.0,credit_card,2026-10-14,
1775,2827,10000.0,debt_consolidation,2026-01-14,2024-10-14
1776,1520,9550.0,debt_consolidation,2027-06-07,
1777,3526,11625.0,credit_card,2027-12-25,
1778,622,14400.0,debt_consolidation,2026-02-21,2024-06-23
1779,1015,15000.0,debt_consolidation,2027-07-18,2024-04-06
1780,2307,20950.0,debt_consolidation,2026-11-23,2024-08-24
1781,773,3625.0,debt_consolidation,2027-10-03,2024-07-22
1782,424,8325.0,debt_consolidation,2026-03-28,
